Index	Vg	Id	Time	Vd
1	 0 V	 -87.48 pA	 66.82 ms	 0 V
2	 30.0 mV	 433.24 pA	 76.13 ms	 0 V
3	 60.0 mV	 -608.66 pA	 85.64 ms	 0 V
4	 90.0 mV	 955.12 pA	 95.09 ms	 0 V
5	 120.0 mV	 -983.60 pA	 104.65 ms	 0 V
6	 150.0 mV	 1.30550 nA	 114.08 ms	 0 V
7	 180.0 mV	 -1.26254 nA	 123.56 ms	 0 V
8	 210.0 mV	 1.50380 nA	 133.05 ms	 0 V
9	 240.0 mV	 -1.49322 nA	 142.32 ms	 0 V
10	 270.0 mV	 1.49188 nA	 152.43 ms	 0 V
11	 300.0 mV	 -2.31518 nA	 162.02 ms	 0 V
12	 330.0 mV	 -3.54222 nA	 171.47 ms	 0 V
13	 360.0 mV	 -16.5072 nA	 205.74 ms	 0 V
14	 390.0 mV	 -47.3058 nA	 220.98 ms	 0 V
15	 420.0 mV	 -89.3290 nA	 236.29 ms	 0 V
16	 450.0 mV	 -124.360 nA	 277.30 ms	 0 V
17	 480.0 mV	 -178.370 nA	 283.94 ms	 0 V
18	 510.0 mV	 -210.830 nA	 290.57 ms	 0 V
19	 540.0 mV	 -274.210 nA	 297.17 ms	 0 V
20	 570.0 mV	 -329.160 nA	 303.75 ms	 0 V
21	 600.0 mV	 -383.800 nA	 310.31 ms	 0 V
22	 630.0 mV	 -426.050 nA	 316.94 ms	 0 V
23	 660.0 mV	 -445.960 nA	 323.84 ms	 0 V
24	 690.0 mV	 -447.000 nA	 329.49 ms	 0 V
25	 720.0 mV	 -434.310 nA	 335.91 ms	 0 V
26	 750.0 mV	 -414.020 nA	 341.56 ms	 0 V
27	 780.0 mV	 -395.030 nA	 347.21 ms	 0 V
28	 810.0 mV	 -368.360 nA	 354.68 ms	 0 V
29	 840.0 mV	 -349.820 nA	 360.28 ms	 0 V
30	 870.0 mV	 -330.890 nA	 367.06 ms	 0 V
31	 900.0 mV	 -309.980 nA	 372.71 ms	 0 V
32	 930.0 mV	 -291.400 nA	 378.33 ms	 0 V
33	 960.0 mV	 -272.150 nA	 385.38 ms	 0 V
34	 990.0 mV	 -258.250 nA	 391.01 ms	 0 V
35	 1.0200 V	 -244.070 nA	 396.91 ms	 0 V
36	 1.0500 V	 -233.040 nA	 403.47 ms	 0 V
37	 1.0800 V	 -219.890 nA	 409.08 ms	 0 V
38	 1.1100 V	 -208.240 nA	 415.14 ms	 0 V
39	 1.1400 V	 -196.590 nA	 420.81 ms	 0 V
40	 1.1700 V	 -190.030 nA	 426.45 ms	 0 V
