Index	Vg	Id	Time	Vd
1	 0 V	 -72.4820 uA	 19.23 ms	 0 V
2	 30.0 mV	 -68.0340 uA	 25.20 ms	 0 V
3	 60.0 mV	 -63.4700 uA	 31.38 ms	 0 V
4	 90.0 mV	 -59.0220 uA	 37.54 ms	 0 V
5	 120.0 mV	 -54.8500 uA	 43.63 ms	 0 V
6	 150.0 mV	 -50.5080 uA	 49.83 ms	 0 V
7	 180.0 mV	 -46.4140 uA	 56.03 ms	 0 V
8	 210.0 mV	 -42.3060 uA	 62.21 ms	 0 V
9	 240.0 mV	 -38.2720 uA	 68.29 ms	 0 V
10	 270.0 mV	 -34.5720 uA	 74.24 ms	 0 V
11	 300.0 mV	 -30.7940 uA	 79.42 ms	 0 V
12	 330.0 mV	 -27.2640 uA	 84.59 ms	 0 V
13	 360.0 mV	 -23.7940 uA	 89.76 ms	 0 V
14	 390.0 mV	 -20.5820 uA	 96.53 ms	 0 V
15	 420.0 mV	 -17.5480 uA	 101.72 ms	 0 V
16	 450.0 mV	 -14.7860 uA	 107.09 ms	 0 V
17	 480.0 mV	 -12.2360 uA	 113.32 ms	 0 V
18	 510.0 mV	 -9.83630 uA	 125.82 ms	 0 V
19	 540.0 mV	 -7.75640 uA	 131.50 ms	 0 V
20	 570.0 mV	 -5.94550 uA	 137.32 ms	 0 V
21	 600.0 mV	 -4.51310 uA	 144.18 ms	 0 V
22	 630.0 mV	 -3.16290 uA	 149.80 ms	 0 V
23	 660.0 mV	 -2.21380 uA	 156.22 ms	 0 V
24	 690.0 mV	 -1.48590 uA	 161.88 ms	 0 V
25	 720.0 mV	 -958.620 nA	 180.81 ms	 0 V
26	 750.0 mV	 -572.740 nA	 187.00 ms	 0 V
27	 780.0 mV	 -335.920 nA	 193.12 ms	 0 V
28	 810.0 mV	 -168.120 nA	 199.03 ms	 0 V
29	 840.0 mV	 -107.140 nA	 204.21 ms	 0 V
30	 870.0 mV	 -32.220 nA	 234.79 ms	 0 V
31	 900.0 mV	 -20.700 nA	 261.66 ms	 0 V
32	 930.0 mV	 -5.640 nA	 293.77 ms	 0 V
33	 960.0 mV	 -5.080 nA	 367.14 ms	 0 V
34	 990.0 mV	 -47.50 nA	 408.92 ms	 0 V
35	 1.0200 V	 -900 pA	 449.10 ms	 0 V
36	 1.0500 V	 -5.2922 nA	 463.31 ms	 0 V
37	 1.0800 V	 -3.680 nA	 501.44 ms	 0 V
38	 1.1100 V	 -7.620 nA	 528.19 ms	 0 V
39	 1.1400 V	 -5.080 nA	 563.08 ms	 0 V
40	 1.1700 V	 3.840 nA	 592.28 ms	 0 V
41	 1.2000 V	 -3.5926 nA	 606.44 ms	 0 V
42	 0 V	 -71.4240 uA	 748.69 ms	 100.00 mV
43	 30.0 mV	 -67.0100 uA	 755.39 ms	 100.00 mV
44	 60.0 mV	 -62.6340 uA	 761.56 ms	 100.00 mV
45	 90.0 mV	 -58.2960 uA	 767.69 ms	 100.00 mV
46	 120.0 mV	 -54.0520 uA	 773.86 ms	 100.00 mV
47	 150.0 mV	 -49.8140 uA	 780.08 ms	 100.00 mV
48	 180.0 mV	 -45.7240 uA	 786.27 ms	 100.00 mV
49	 210.0 mV	 -41.6780 uA	 792.37 ms	 100.00 mV
50	 240.0 mV	 -37.7280 uA	 798.65 ms	 100.00 mV
51	 270.0 mV	 -33.9360 uA	 804.81 ms	 100.00 mV
52	 300.0 mV	 -30.2720 uA	 810.92 ms	 100.00 mV
53	 330.0 mV	 -26.7560 uA	 816.82 ms	 100.00 mV
54	 360.0 mV	 -23.4060 uA	 822.02 ms	 100.00 mV
55	 390.0 mV	 -20.1540 uA	 827.46 ms	 100.00 mV
56	 420.0 mV	 -17.2180 uA	 832.64 ms	 100.00 mV
57	 450.0 mV	 -14.4280 uA	 837.80 ms	 100.00 mV
58	 480.0 mV	 -11.9240 uA	 842.94 ms	 100.00 mV
59	 510.0 mV	 -9.61720 uA	 855.36 ms	 100.00 mV
60	 540.0 mV	 -7.64020 uA	 861.03 ms	 100.00 mV
61	 570.0 mV	 -5.82140 uA	 866.88 ms	 100.00 mV
62	 600.0 mV	 -4.32950 uA	 873.82 ms	 100.00 mV
63	 630.0 mV	 -3.09270 uA	 879.43 ms	 100.00 mV
64	 660.0 mV	 -2.23130 uA	 885.85 ms	 100.00 mV
65	 690.0 mV	 -1.44630 uA	 891.49 ms	 100.00 mV
66	 720.0 mV	 -924.860 nA	 906.63 ms	 100.00 mV
67	 750.0 mV	 -555.200 nA	 911.82 ms	 100.00 mV
68	 780.0 mV	 -311.360 nA	 919.67 ms	 100.00 mV
69	 810.0 mV	 -174.540 nA	 925.84 ms	 100.00 mV
70	 840.0 mV	 -78.380 nA	 952.68 ms	 100.00 mV
71	 870.0 mV	 -35.8620 nA	 967.02 ms	 100.00 mV
72	 900.0 mV	 -17.0298 nA	 977.47 ms	 100.00 mV
73	 930.0 mV	 -4.0860 nA	 988.33 ms	 100.00 mV
74	 960.0 mV	 -6.6754 nA	 1.00311 s	 100.00 mV
75	 990.0 mV	 -2.2064 nA	 1.05512 s	 100.00 mV
76	 1.0200 V	 -2.4226 nA	 1.06565 s	 100.00 mV
77	 1.0500 V	 -2.6792 nA	 1.13807 s	 100.00 mV
78	 1.0800 V	 -5.140 nA	 1.16268 s	 100.00 mV
79	 1.1100 V	 -5.4026 nA	 1.18754 s	 100.00 mV
80	 1.1400 V	 -1.08090 nA	 1.22812 s	 100.00 mV
81	 1.1700 V	 3.12010 nA	 1.23570 s	 100.00 mV
82	 1.2000 V	 -4.86480 nA	 1.24334 s	 100.00 mV
83	 0 V	 -69.9660 uA	 1.31901 s	 200.00 mV
84	 30.0 mV	 -65.6060 uA	 1.32568 s	 200.00 mV
85	 60.0 mV	 -61.2620 uA	 1.33186 s	 200.00 mV
86	 90.0 mV	 -57.0380 uA	 1.33803 s	 200.00 mV
87	 120.0 mV	 -52.9160 uA	 1.34425 s	 200.00 mV
88	 150.0 mV	 -48.7760 uA	 1.35046 s	 200.00 mV
89	 180.0 mV	 -44.7180 uA	 1.35662 s	 200.00 mV
90	 210.0 mV	 -40.7640 uA	 1.36272 s	 200.00 mV
91	 240.0 mV	 -36.9040 uA	 1.36886 s	 200.00 mV
92	 270.0 mV	 -33.2160 uA	 1.37506 s	 200.00 mV
93	 300.0 mV	 -29.6020 uA	 1.38119 s	 200.00 mV
94	 330.0 mV	 -26.1160 uA	 1.38714 s	 200.00 mV
95	 360.0 mV	 -22.8160 uA	 1.39394 s	 200.00 mV
96	 390.0 mV	 -19.6740 uA	 1.39990 s	 200.00 mV
