Index	Vg	Id	Time	Vd
1	 0 V	 -70.0640 uA	 19.28 ms	 0 V
2	 30.0 mV	 -66.1460 uA	 25.27 ms	 0 V
3	 60.0 mV	 -61.8360 uA	 31.48 ms	 0 V
4	 90.0 mV	 -57.7580 uA	 37.58 ms	 0 V
5	 120.0 mV	 -53.8220 uA	 43.80 ms	 0 V
6	 150.0 mV	 -49.8340 uA	 49.97 ms	 0 V
7	 180.0 mV	 -46.0620 uA	 56.19 ms	 0 V
8	 210.0 mV	 -42.3040 uA	 62.37 ms	 0 V
9	 240.0 mV	 -38.5260 uA	 68.59 ms	 0 V
10	 270.0 mV	 -35.0300 uA	 74.66 ms	 0 V
11	 300.0 mV	 -31.7760 uA	 80.61 ms	 0 V
12	 330.0 mV	 -28.2960 uA	 87.39 ms	 0 V
13	 360.0 mV	 -25.1560 uA	 93.61 ms	 0 V
14	 390.0 mV	 -22.0660 uA	 99.75 ms	 0 V
15	 420.0 mV	 -19.2520 uA	 105.84 ms	 0 V
16	 450.0 mV	 -16.5360 uA	 111.97 ms	 0 V
17	 480.0 mV	 -13.9580 uA	 118.11 ms	 0 V
18	 510.0 mV	 -11.7380 uA	 124.31 ms	 0 V
19	 540.0 mV	 -9.60110 uA	 136.88 ms	 0 V
20	 570.0 mV	 -7.71290 uA	 143.46 ms	 0 V
21	 600.0 mV	 -6.04010 uA	 150.20 ms	 0 V
22	 630.0 mV	 -4.62330 uA	 156.89 ms	 0 V
23	 660.0 mV	 -3.52190 uA	 163.47 ms	 0 V
24	 690.0 mV	 -2.45440 uA	 170.11 ms	 0 V
25	 720.0 mV	 -1.74000 uA	 176.74 ms	 0 V
26	 750.0 mV	 -1.19620 uA	 183.36 ms	 0 V
27	 780.0 mV	 -739.960 nA	 199.25 ms	 0 V
28	 810.0 mV	 -543.560 nA	 205.38 ms	 0 V
29	 840.0 mV	 -274.400 nA	 257.64 ms	 0 V
30	 870.0 mV	 -195.860 nA	 263.77 ms	 0 V
31	 900.0 mV	 -86.940 nA	 299.77 ms	 0 V
32	 930.0 mV	 -44.860 nA	 329.63 ms	 0 V
33	 960.0 mV	 -31.040 nA	 357.82 ms	 0 V
34	 990.0 mV	 -68.20 nA	 394.26 ms	 0 V
35	 1.0200 V	 -23.840 nA	 429.41 ms	 0 V
36	 1.0500 V	 -54.0388 nA	 443.53 ms	 0 V
37	 1.0800 V	 -8.70 nA	 499.96 ms	 0 V
38	 1.1100 V	 -72.520 nA	 515.40 ms	 0 V
39	 1.1400 V	 -5.70 nA	 558.94 ms	 0 V
40	 1.1700 V	 -54.600 nA	 597.36 ms	 0 V
41	 1.2000 V	 -49.180 nA	 624.22 ms	 0 V
42	 0 V	 -68.9080 uA	 683.07 ms	 100.00 mV
43	 30.0 mV	 -64.7740 uA	 689.73 ms	 100.00 mV
44	 60.0 mV	 -60.6060 uA	 695.90 ms	 100.00 mV
45	 90.0 mV	 -56.5340 uA	 701.98 ms	 100.00 mV
46	 120.0 mV	 -52.5480 uA	 708.04 ms	 100.00 mV
47	 150.0 mV	 -48.8880 uA	 714.26 ms	 100.00 mV
48	 180.0 mV	 -45.0800 uA	 720.43 ms	 100.00 mV
49	 210.0 mV	 -41.3980 uA	 726.55 ms	 100.00 mV
50	 240.0 mV	 -37.8180 uA	 732.47 ms	 100.00 mV
51	 270.0 mV	 -34.2540 uA	 737.60 ms	 100.00 mV
52	 300.0 mV	 -30.8960 uA	 742.79 ms	 100.00 mV
53	 330.0 mV	 -27.5880 uA	 747.96 ms	 100.00 mV
