Index	Vg	Id	Time	Vd
1	 0 V	T -3.00060 mA	 5.92 ms	 0 V
2	 30.0 mV	T -3.00060 mA	 11.90 ms	 0 V
3	 60.0 mV	 -2.88980 mA	 18.00 ms	 0 V
4	 90.0 mV	 -2.69840 mA	 24.09 ms	 0 V
5	 120.0 mV	 -2.50980 mA	 30.16 ms	 0 V
6	 150.0 mV	 -2.32160 mA	 36.27 ms	 0 V
7	 180.0 mV	 -2.13620 mA	 42.43 ms	 0 V
8	 210.0 mV	 -1.95560 mA	 48.48 ms	 0 V
9	 240.0 mV	 -1.77660 mA	 54.44 ms	 0 V
10	 270.0 mV	 -1.59980 mA	 60.58 ms	 0 V
11	 300.0 mV	 -1.43080 mA	 66.68 ms	 0 V
12	 330.0 mV	 -1.26320 mA	 72.71 ms	 0 V
13	 360.0 mV	 -1.10380 mA	 78.60 ms	 0 V
14	 390.0 mV	 -948.180 uA	 90.71 ms	 0 V
15	 420.0 mV	 -801.920 uA	 97.27 ms	 0 V
16	 450.0 mV	 -662.480 uA	 102.46 ms	 0 V
17	 480.0 mV	 -535.480 uA	 109.02 ms	 0 V
18	 510.0 mV	 -418.420 uA	 114.20 ms	 0 V
19	 540.0 mV	 -314.960 uA	 119.38 ms	 0 V
20	 570.0 mV	 -227.200 uA	 124.91 ms	 0 V
21	 600.0 mV	 -154.100 uA	 130.04 ms	 0 V
22	 630.0 mV	 -99.620 uA	 135.17 ms	 0 V
23	 660.0 mV	 -60.0980 uA	 148.55 ms	 0 V
24	 690.0 mV	 -33.8380 uA	 154.66 ms	 0 V
25	 720.0 mV	 -17.4280 uA	 160.05 ms	 0 V
26	 750.0 mV	 -8.56480 uA	 172.47 ms	 0 V
27	 780.0 mV	 -4.11960 uA	 178.14 ms	 0 V
28	 810.0 mV	 -1.73990 uA	 183.79 ms	 0 V
29	 840.0 mV	 -567.980 nA	 202.21 ms	 0 V
30	 870.0 mV	 -203.860 nA	 208.30 ms	 0 V
31	 900.0 mV	 -51.4490 nA	 222.53 ms	 0 V
32	 930.0 mV	 -18.9366 nA	 232.96 ms	 0 V
33	 960.0 mV	 -3.77910 nA	 272.35 ms	 0 V
34	 990.0 mV	 -1.32370 nA	 279.92 ms	 0 V
35	 1.0200 V	 -2.28200 nA	 338.54 ms	 0 V
36	 1.0500 V	 3.01250 nA	 346.18 ms	 0 V
37	 1.0800 V	 -3.64040 nA	 353.75 ms	 0 V
38	 1.1100 V	 2.83520 nA	 364.06 ms	 0 V
39	 1.1400 V	 -2.43260 nA	 373.26 ms	 0 V
40	 1.1700 V	 1.7314 nA	 401.04 ms	 0 V
41	 1.2000 V	 -1.4784 nA	 458.06 ms	 0 V
42	 0 V	T -3.00060 mA	 520.51 ms	 100.00 mV
43	 30.0 mV	T -3.00100 mA	 527.12 ms	 100.00 mV
44	 60.0 mV	 -2.82800 mA	 533.23 ms	 100.00 mV
45	 90.0 mV	 -2.63960 mA	 539.39 ms	 100.00 mV
46	 120.0 mV	 -2.45480 mA	 545.55 ms	 100.00 mV
47	 150.0 mV	 -2.26940 mA	 551.61 ms	 100.00 mV
48	 180.0 mV	 -2.08920 mA	 557.46 ms	 100.00 mV
49	 210.0 mV	 -1.91000 mA	 563.91 ms	 100.00 mV
50	 240.0 mV	 -1.73300 mA	 570.06 ms	 100.00 mV
51	 270.0 mV	 -1.56140 mA	 576.08 ms	 100.00 mV
52	 300.0 mV	 -1.39260 mA	 582.31 ms	 100.00 mV
53	 330.0 mV	 -1.23080 mA	 588.45 ms	 100.00 mV
54	 360.0 mV	 -1.07260 mA	 594.52 ms	 100.00 mV
55	 390.0 mV	 -921.080 uA	 607.29 ms	 100.00 mV
56	 420.0 mV	 -776.740 uA	 613.43 ms	 100.00 mV
57	 450.0 mV	 -640.200 uA	 619.59 ms	 100.00 mV
58	 480.0 mV	 -516.280 uA	 627.13 ms	 100.00 mV
59	 510.0 mV	 -401.800 uA	 633.30 ms	 100.00 mV
60	 540.0 mV	 -301.240 uA	 639.50 ms	 100.00 mV
61	 570.0 mV	 -216.220 uA	 645.59 ms	 100.00 mV
62	 600.0 mV	 -145.920 uA	 651.73 ms	 100.00 mV
63	 630.0 mV	 -93.540 uA	 657.85 ms	 100.00 mV
64	 660.0 mV	 -55.4660 uA	 670.64 ms	 100.00 mV
65	 690.0 mV	 -31.5400 uA	 676.86 ms	 100.00 mV
66	 720.0 mV	 -16.4020 uA	 683.02 ms	 100.00 mV
67	 750.0 mV	 -8.28070 uA	 695.64 ms	 100.00 mV
68	 780.0 mV	 -3.61390 uA	 702.29 ms	 100.00 mV
69	 810.0 mV	 -1.47480 uA	 708.94 ms	 100.00 mV
70	 840.0 mV	 -580.440 nA	 724.95 ms	 100.00 mV
71	 870.0 mV	 -146.420 nA	 731.05 ms	 100.00 mV
72	 900.0 mV	 -46.6012 nA	 745.33 ms	 100.00 mV
