Index	Vg	Id	Time	Vd
1	 0 V	 -101.890 nA	 34.55 ms	 0 V
2	 30.0 mV	 -88.190 nA	 43.08 ms	 0 V
3	 60.0 mV	 -335.010 nA	 51.76 ms	 0 V
4	 90.0 mV	 -438.190 nA	 58.39 ms	 0 V
5	 120.0 mV	 -436.570 nA	 88.22 ms	 0 V
6	 150.0 mV	 -469.790 nA	 96.83 ms	 0 V
7	 180.0 mV	 -431.390 nA	 130.37 ms	 0 V
8	 210.0 mV	 -426.770 nA	 139.10 ms	 0 V
9	 240.0 mV	X -503.350 nA	 149.83 ms	 0 V
10	 270.0 mV	X -535.380 nA	 160.64 ms	 0 V
11	 300.0 mV	 -419.50 nA	 180.19 ms	 0 V
12	 330.0 mV	 -442.520 nA	 197.01 ms	 0 V
13	 360.0 mV	 -243.200 nA	 205.70 ms	 0 V
14	 390.0 mV	 -191.030 nA	 212.27 ms	 0 V
15	 420.0 mV	 -450.850 nA	 218.88 ms	 0 V
16	 450.0 mV	 -491.640 nA	 227.39 ms	 0 V
17	 480.0 mV	 -501.890 nA	 237.18 ms	 0 V
18	 510.0 mV	X -632.700 nA	 248.65 ms	 0 V
19	 540.0 mV	 -241.240 nA	 254.47 ms	 0 V
20	 570.0 mV	 -215.480 nA	 262.58 ms	 0 V
21	 600.0 mV	 -215.530 nA	 273.79 ms	 0 V
22	 630.0 mV	 -489.880 nA	 281.53 ms	 0 V
23	 660.0 mV	 -631.980 nA	 288.00 ms	 0 V
24	 690.0 mV	 -354.190 nA	 293.63 ms	 0 V
25	 720.0 mV	 -530.010 nA	 299.29 ms	 0 V
26	 750.0 mV	 -546.620 nA	 308.37 ms	 0 V
27	 780.0 mV	 -581.680 nA	 317.05 ms	 0 V
28	 810.0 mV	 -369.890 nA	 323.75 ms	 0 V
29	 840.0 mV	 -567.050 nA	 330.36 ms	 0 V
30	 870.0 mV	 -498.650 nA	 336.95 ms	 0 V
31	 900.0 mV	 -369.870 nA	 343.35 ms	 0 V
32	 930.0 mV	 -674.220 nA	 348.96 ms	 0 V
33	 960.0 mV	 -359.650 nA	 354.57 ms	 0 V
34	 990.0 mV	 -396.110 nA	 362.98 ms	 0 V
35	 1.0200 V	 -515.400 nA	 369.61 ms	 0 V
36	 1.0500 V	 -331.420 nA	 376.03 ms	 0 V
37	 1.0800 V	 -540.860 nA	 381.65 ms	 0 V
38	 1.1100 V	 -428.810 nA	 387.67 ms	 0 V
39	 1.1400 V	 -386.630 nA	 394.24 ms	 0 V
40	 1.1700 V	 -504.400 nA	 400.81 ms	 0 V
41	 1.2000 V	 -383.780 nA	 407.43 ms	 0 V
42	 0 V	 -33.40 nA	 609.09 ms	 100.00 mV
43	 30.0 mV	 -24.030 nA	 651.39 ms	 100.00 mV
44	 60.0 mV	 -3.380 nA	 683.57 ms	 100.00 mV
45	 90.0 mV	 -12.450 nA	 715.69 ms	 100.00 mV
