Index	Vg	Id	Time	Vd
1	 0 V	 -485.20 nA	 25.17 ms	 0 V
2	 30.0 mV	 -606.670 nA	 46.13 ms	 0 V
3	 60.0 mV	 -637.170 nA	 105.84 ms	 0 V
4	 90.0 mV	X -742.410 nA	 116.63 ms	 0 V
5	 120.0 mV	 -679.260 nA	 125.38 ms	 0 V
6	 150.0 mV	 -691.90 nA	 172.29 ms	 0 V
7	 180.0 mV	X -778.540 nA	 193.43 ms	 0 V
8	 210.0 mV	 -791.870 nA	 249.25 ms	 0 V
9	 240.0 mV	 -604.20 nA	 274.80 ms	 0 V
10	 270.0 mV	 -685.40 nA	 282.45 ms	 0 V
11	 300.0 mV	 -925.870 nA	 299.48 ms	 0 V
12	 330.0 mV	X -920.060 nA	 310.13 ms	 0 V
13	 360.0 mV	 -861.250 nA	 316.79 ms	 0 V
14	 390.0 mV	 -1.016190 uA	 371.65 ms	 0 V
15	 420.0 mV	 -1.077540 uA	 378.21 ms	 0 V
16	 450.0 mV	 -959.550 nA	 433.45 ms	 0 V
17	 480.0 mV	 -992.120 nA	 440.05 ms	 0 V
18	 510.0 mV	 -851.130 nA	 446.43 ms	 0 V
19	 540.0 mV	 -1.026650 uA	 452.31 ms	 0 V
20	 570.0 mV	 -976.910 nA	 458.87 ms	 0 V
21	 600.0 mV	 -942.270 nA	 465.45 ms	 0 V
22	 630.0 mV	 -997.160 nA	 472.07 ms	 0 V
23	 660.0 mV	 -1.034180 uA	 478.77 ms	 0 V
24	 690.0 mV	 -947.320 nA	 485.18 ms	 0 V
25	 720.0 mV	 -931.550 nA	 490.84 ms	 0 V
26	 750.0 mV	 -907.930 nA	 496.45 ms	 0 V
27	 780.0 mV	 -909.970 nA	 503.47 ms	 0 V
28	 810.0 mV	 -842.390 nA	 509.89 ms	 0 V
29	 840.0 mV	 -801.860 nA	 516.36 ms	 0 V
30	 870.0 mV	 -785.930 nA	 522.80 ms	 0 V
31	 900.0 mV	 -739.000 nA	 528.43 ms	 0 V
32	 930.0 mV	 -695.470 nA	 535.36 ms	 0 V
33	 960.0 mV	 -663.140 nA	 542.06 ms	 0 V
34	 990.0 mV	 -622.300 nA	 548.71 ms	 0 V
35	 1.0200 V	 -578.790 nA	 555.26 ms	 0 V
36	 1.0500 V	 -560.180 nA	 561.69 ms	 0 V
37	 1.0800 V	 -507.920 nA	 567.89 ms	 0 V
38	 1.1100 V	 -483.650 nA	 574.44 ms	 0 V
39	 1.1400 V	 -446.850 nA	 582.33 ms	 0 V
40	 1.1700 V	 -413.260 nA	 589.05 ms	 0 V
41	 1.2000 V	 -386.620 nA	 595.71 ms	 0 V
42	 0 V	 -51.110 nA	 1.00333 s	 100.00 mV
43	 30.0 mV	 -75.560 nA	 1.03593 s	 100.00 mV
44	 60.0 mV	 -102.400 nA	 1.04259 s	 100.00 mV
45	 90.0 mV	 -119.050 nA	 1.04920 s	 100.00 mV
46	 120.0 mV	 -85.000 nA	 1.05559 s	 100.00 mV
47	 150.0 mV	 -127.300 nA	 1.06125 s	 100.00 mV
48	 180.0 mV	 -141.780 nA	 1.07057 s	 100.00 mV
49	 210.0 mV	 -75.980 nA	 1.12568 s	 100.00 mV
