Index	Vg	Id	Time	Vd
1	 0 V	 -127.010 nA	 34.46 ms	 0 V
2	 30.0 mV	 -130.600 nA	 66.22 ms	 0 V
3	 60.0 mV	 -155.60 nA	 107.14 ms	 0 V
4	 90.0 mV	X -288.420 nA	 128.08 ms	 0 V
5	 120.0 mV	X -55.880 nA	 138.91 ms	 0 V
6	 150.0 mV	 -121.120 nA	 145.57 ms	 0 V
7	 180.0 mV	 -155.80 nA	 186.47 ms	 0 V
8	 210.0 mV	 -151.360 nA	 205.45 ms	 0 V
9	 240.0 mV	 -193.70 nA	 246.43 ms	 0 V
10	 270.0 mV	 -201.850 nA	 263.30 ms	 0 V
11	 300.0 mV	 -102.780 nA	 298.26 ms	 0 V
12	 330.0 mV	 -164.040 nA	 306.86 ms	 0 V
13	 360.0 mV	 -136.800 nA	 316.41 ms	 0 V
14	 390.0 mV	 -159.050 nA	 323.47 ms	 0 V
15	 420.0 mV	 -87.650 nA	 329.14 ms	 0 V
16	 450.0 mV	 -149.120 nA	 336.83 ms	 0 V
17	 480.0 mV	 -264.050 nA	 368.16 ms	 0 V
18	 510.0 mV	 -204.120 nA	 374.84 ms	 0 V
19	 540.0 mV	 -96.650 nA	 381.48 ms	 0 V
20	 570.0 mV	 -237.730 nA	 388.11 ms	 0 V
21	 600.0 mV	 -286.770 nA	 394.67 ms	 0 V
22	 630.0 mV	 -110.920 nA	 401.05 ms	 0 V
23	 660.0 mV	 -276.340 nA	 406.66 ms	 0 V
24	 690.0 mV	 -201.430 nA	 413.26 ms	 0 V
25	 720.0 mV	 -201.890 nA	 418.91 ms	 0 V
26	 750.0 mV	 -199.010 nA	 424.75 ms	 0 V
27	 780.0 mV	 -149.340 nA	 430.97 ms	 0 V
28	 810.0 mV	 -228.530 nA	 436.62 ms	 0 V
29	 840.0 mV	 -160.430 nA	 442.90 ms	 0 V
30	 870.0 mV	 -242.470 nA	 448.52 ms	 0 V
31	 900.0 mV	 -202.450 nA	 454.16 ms	 0 V
32	 930.0 mV	 -146.840 nA	 462.88 ms	 0 V
33	 960.0 mV	 -191.090 nA	 469.52 ms	 0 V
34	 990.0 mV	 -188.040 nA	 476.08 ms	 0 V
35	 1.0200 V	 -150.740 nA	 482.74 ms	 0 V
36	 1.0500 V	 -182.920 nA	 489.17 ms	 0 V
37	 1.0800 V	 -206.370 nA	 495.70 ms	 0 V
38	 1.1100 V	 -136.520 nA	 502.35 ms	 0 V
39	 1.1400 V	 -226.430 nA	 508.90 ms	 0 V
40	 1.1700 V	 -177.360 nA	 515.30 ms	 0 V
41	 1.2000 V	 -146.450 nA	 521.94 ms	 0 V
42	 0 V	 -1.090 nA	 692.50 ms	 100.00 mV
