Index	Vg	Id	Time	Vd
1	 0 V	 608.56 pA	 66.82 ms	 0 V
2	 30.0 mV	 -1.85906 nA	 80.50 ms	 0 V
3	 60.0 mV	 1.79308 nA	 90.05 ms	 0 V
4	 90.0 mV	 -1.82926 nA	 99.83 ms	 0 V
5	 120.0 mV	 1.88734 nA	 110.89 ms	 0 V
6	 150.0 mV	 -1.82682 nA	 120.47 ms	 0 V
7	 180.0 mV	 1.82796 nA	 129.90 ms	 0 V
8	 210.0 mV	 -1.30438 nA	 141.81 ms	 0 V
9	 240.0 mV	 2.70258 nA	 151.12 ms	 0 V
10	 270.0 mV	 277.82 pA	 161.23 ms	 0 V
11	 300.0 mV	 7.08950 nA	 170.71 ms	 0 V
12	 330.0 mV	 12.8063 nA	 207.86 ms	 0 V
13	 360.0 mV	 19.9441 nA	 223.12 ms	 0 V
14	 390.0 mV	 26.1136 nA	 238.20 ms	 0 V
15	 420.0 mV	 41.8106 nA	 253.53 ms	 0 V
16	 450.0 mV	 59.6025 nA	 268.85 ms	 0 V
17	 480.0 mV	 93.5414 nA	 284.05 ms	 0 V
18	 510.0 mV	 326.410 nA	 324.95 ms	 0 V
19	 540.0 mV	 193.140 nA	 331.54 ms	 0 V
20	 570.0 mV	 248.160 nA	 338.16 ms	 0 V
21	 600.0 mV	 318.030 nA	 344.81 ms	 0 V
22	 630.0 mV	 389.800 nA	 351.50 ms	 0 V
23	 660.0 mV	 517.020 nA	 358.18 ms	 0 V
24	 690.0 mV	 594.660 nA	 364.83 ms	 0 V
25	 720.0 mV	 693.260 nA	 371.47 ms	 0 V
26	 750.0 mV	 777.070 nA	 378.02 ms	 0 V
27	 780.0 mV	 825.500 nA	 384.46 ms	 0 V
28	 810.0 mV	 922.020 nA	 391.85 ms	 0 V
29	 840.0 mV	 977.840 nA	 398.54 ms	 0 V
30	 870.0 mV	 1.027160 uA	 405.23 ms	 0 V
31	 900.0 mV	 1.076190 uA	 411.85 ms	 0 V
32	 930.0 mV	 1.103120 uA	 418.46 ms	 0 V
33	 960.0 mV	 1.150060 uA	 425.06 ms	 0 V
34	 990.0 mV	 1.150040 uA	 431.46 ms	 0 V
35	 1.0200 V	 772.00 nA	 525.42 ms	 0 V
36	 1.0500 V	 822.30 nA	 581.17 ms	 0 V
37	 1.0800 V	 -28.880 nA	 621.44 ms	 0 V
38	 1.1100 V	 1.09770 uA	 668.03 ms	 0 V
39	 1.1400 V	 -114.380 nA	 708.81 ms	 0 V
40	 1.1700 V	 1.21230 uA	 765.56 ms	 0 V
41	 1.2000 V	 1.18450 uA	 822.87 ms	 0 V
42	 0 V	 1.83522 nA	 1.07151 s	 100.00 mV
43	 30.0 mV	 -1.69690 nA	 1.08151 s	 100.00 mV
44	 60.0 mV	 1.81716 nA	 1.09007 s	 100.00 mV
45	 90.0 mV	 -1.69568 nA	 1.10153 s	 100.00 mV
46	 120.0 mV	 1.80066 nA	 1.11003 s	 100.00 mV
47	 150.0 mV	 -1.77468 nA	 1.12117 s	 100.00 mV
48	 180.0 mV	 1.88682 nA	 1.13017 s	 100.00 mV
49	 210.0 mV	 -1.18588 nA	 1.14167 s	 100.00 mV
50	 240.0 mV	 3.41334 nA	 1.15127 s	 100.00 mV
51	 270.0 mV	 4.81554 nA	 1.16087 s	 100.00 mV
52	 300.0 mV	 25.6190 nA	 1.19662 s	 100.00 mV
53	 330.0 mV	 121.440 nA	 1.22731 s	 100.00 mV
54	 360.0 mV	 463.460 nA	 1.23394 s	 100.00 mV
55	 390.0 mV	 1.60760 uA	 1.28011 s	 100.00 mV
56	 420.0 mV	 4.23820 uA	 1.28776 s	 100.00 mV
57	 450.0 mV	 9.31770 uA	 1.29529 s	 100.00 mV
58	 480.0 mV	 17.2350 uA	 1.33217 s	 100.00 mV
59	 510.0 mV	 29.6050 uA	 1.33880 s	 100.00 mV
60	 540.0 mV	 47.6580 uA	 1.34523 s	 100.00 mV
61	 570.0 mV	 74.0230 uA	 1.35128 s	 100.00 mV
62	 600.0 mV	 111.8440 uA	 1.35748 s	 100.00 mV
63	 630.0 mV	 163.660 uA	 1.38512 s	 100.00 mV
64	 660.0 mV	 230.660 uA	 1.39170 s	 100.00 mV
65	 690.0 mV	 312.990 uA	 1.39978 s	 100.00 mV
66	 720.0 mV	 408.850 uA	 1.40643 s	 100.00 mV
67	 750.0 mV	 513.890 uA	 1.41312 s	 100.00 mV
68	 780.0 mV	 627.240 uA	 1.41972 s	 100.00 mV
69	 810.0 mV	 744.770 uA	 1.42617 s	 100.00 mV
70	 840.0 mV	 862.790 uA	 1.43284 s	 100.00 mV
71	 870.0 mV	 980.540 uA	 1.43951 s	 100.00 mV
72	 900.0 mV	 1.094890 mA	 1.44615 s	 100.00 mV
73	 930.0 mV	 1.20480 mA	 1.46479 s	 100.00 mV
74	 960.0 mV	 1.31090 mA	 1.47141 s	 100.00 mV
75	 990.0 mV	 1.41110 mA	 1.47795 s	 100.00 mV
76	 1.0200 V	 1.50640 mA	 1.48451 s	 100.00 mV
77	 1.0500 V	 1.59510 mA	 1.49212 s	 100.00 mV
78	 1.0800 V	 1.68000 mA	 1.49871 s	 100.00 mV
79	 1.1100 V	 1.75910 mA	 1.50531 s	 100.00 mV
80	 1.1400 V	 1.83380 mA	 1.51186 s	 100.00 mV
81	 1.1700 V	 1.90390 mA	 1.51854 s	 100.00 mV
82	 1.2000 V	 1.96910 mA	 1.52516 s	 100.00 mV
83	 0 V	 1.89714 nA	 2.05093 s	 200.00 mV
84	 30.0 mV	 -1.80726 nA	 2.06097 s	 200.00 mV
85	 60.0 mV	 1.88068 nA	 2.07053 s	 200.00 mV
86	 90.0 mV	 -1.85966 nA	 2.08024 s	 200.00 mV
87	 120.0 mV	 1.71274 nA	 2.08980 s	 200.00 mV
88	 150.0 mV	 -1.76624 nA	 2.10099 s	 200.00 mV
89	 180.0 mV	 2.05084 nA	 2.11051 s	 200.00 mV
90	 210.0 mV	 -1.04936 nA	 2.12164 s	 200.00 mV
91	 240.0 mV	 4.22326 nA	 2.13108 s	 200.00 mV
92	 270.0 mV	 6.92416 nA	 2.14053 s	 200.00 mV
93	 300.0 mV	 34.5284 nA	 2.17601 s	 200.00 mV
94	 330.0 mV	 152.970 nA	 2.20566 s	 200.00 mV
95	 360.0 mV	 617.250 nA	 2.21210 s	 200.00 mV
96	 390.0 mV	 2.00260 uA	 2.25849 s	 200.00 mV
97	 420.0 mV	 5.31960 uA	 2.26616 s	 200.00 mV
98	 450.0 mV	 11.5700 uA	 2.29681 s	 200.00 mV
99	 480.0 mV	 21.6750 uA	 2.30342 s	 200.00 mV
100	 510.0 mV	 37.9300 uA	 2.30985 s	 200.00 mV
101	 540.0 mV	 62.6220 uA	 2.31700 s	 200.00 mV
102	 570.0 mV	 99.1980 uA	 2.32262 s	 200.00 mV
103	 600.0 mV	 151.280 uA	 2.34965 s	 200.00 mV
104	 630.0 mV	 224.530 uA	 2.35623 s	 200.00 mV
105	 660.0 mV	 319.630 uA	 2.36381 s	 200.00 mV
106	 690.0 mV	 438.490 uA	 2.37049 s	 200.00 mV
107	 720.0 mV	 580.250 uA	 2.37706 s	 200.00 mV
108	 750.0 mV	 741.710 uA	 2.38374 s	 200.00 mV
109	 780.0 mV	 918.200 uA	 2.39039 s	 200.00 mV
110	 810.0 mV	 1.107960 mA	 2.39699 s	 200.00 mV
111	 840.0 mV	 1.30400 mA	 2.41551 s	 200.00 mV
112	 870.0 mV	 1.50590 mA	 2.42207 s	 200.00 mV
113	 900.0 mV	 1.70710 mA	 2.42864 s	 200.00 mV
114	 930.0 mV	 1.90660 mA	 2.43521 s	 200.00 mV
115	 960.0 mV	 2.10400 mA	 2.44181 s	 200.00 mV
116	 990.0 mV	 2.29420 mA	 2.44836 s	 200.00 mV
117	 1.0200 V	 2.47800 mA	 2.45471 s	 200.00 mV
118	 1.0500 V	 2.65570 mA	 2.46032 s	 200.00 mV
119	 1.0800 V	 2.82630 mA	 2.46587 s	 200.00 mV
120	 1.1100 V	 2.98760 mA	 2.47312 s	 200.00 mV
121	 1.1400 V	 3.14350 mA	 2.47868 s	 200.00 mV
122	 1.1700 V	 3.29240 mA	 2.48564 s	 200.00 mV
123	 1.2000 V	 3.43140 mA	 2.49124 s	 200.00 mV
124	 0 V	 -796.20 pA	 2.90412 s	 300.00 mV
125	 30.0 mV	 975.88 pA	 2.91415 s	 300.00 mV
126	 60.0 mV	 -977.98 pA	 2.92372 s	 300.00 mV
127	 90.0 mV	 1.52000 nA	 2.93317 s	 300.00 mV
128	 120.0 mV	 -1.33932 nA	 2.94272 s	 300.00 mV
129	 150.0 mV	 1.80542 nA	 2.95229 s	 300.00 mV
130	 180.0 mV	 -1.43840 nA	 2.96178 s	 300.00 mV
131	 210.0 mV	 2.68932 nA	 2.97132 s	 300.00 mV
132	 240.0 mV	 2.21700 nA	 2.98512 s	 300.00 mV
133	 270.0 mV	 12.2123 nA	 3.02467 s	 300.00 mV
134	 300.0 mV	 42.8333 nA	 3.03992 s	 300.00 mV
135	 330.0 mV	 201.080 nA	 3.07001 s	 300.00 mV
136	 360.0 mV	 765.540 nA	 3.07642 s	 300.00 mV
137	 390.0 mV	 2.41260 uA	 3.12386 s	 300.00 mV
138	 420.0 mV	 6.07250 uA	 3.13154 s	 300.00 mV
139	 450.0 mV	 13.0860 uA	 3.16846 s	 300.00 mV
140	 480.0 mV	 24.4830 uA	 3.17509 s	 300.00 mV
141	 510.0 mV	 42.7690 uA	 3.18180 s	 300.00 mV
142	 540.0 mV	 70.5970 uA	 3.18844 s	 300.00 mV
143	 570.0 mV	 112.4180 uA	 3.19513 s	 300.00 mV
144	 600.0 mV	 172.640 uA	 3.22282 s	 300.00 mV
145	 630.0 mV	 255.780 uA	 3.22948 s	 300.00 mV
146	 660.0 mV	 364.720 uA	 3.23614 s	 300.00 mV
147	 690.0 mV	 500.400 uA	 3.24280 s	 300.00 mV
148	 720.0 mV	 662.120 uA	 3.24941 s	 300.00 mV
149	 750.0 mV	 847.180 uA	 3.25604 s	 300.00 mV
150	 780.0 mV	 1.053630 mA	 3.26269 s	 300.00 mV
151	 810.0 mV	 1.27640 mA	 3.28139 s	 300.00 mV
152	 840.0 mV	 1.51130 mA	 3.28794 s	 300.00 mV
153	 870.0 mV	 1.75440 mA	 3.29430 s	 300.00 mV
154	 900.0 mV	 2.00530 mA	 3.30109 s	 300.00 mV
155	 930.0 mV	 2.25710 mA	 3.30670 s	 300.00 mV
156	 960.0 mV	 2.50990 mA	 3.31230 s	 300.00 mV
157	 990.0 mV	 2.76110 mA	 3.31949 s	 300.00 mV
