file_path,temperature,device,device_index,vd_V,vth_traditional_V,vth_sqrt_V,gm_traditional_A_per_V,gm_sqrt_A_per_V,idx_traditional,idx_sqrt,num_points,vth_diff_V,vth_diff_percent
./chip4/115K/Nmos/1.txt,115K,nmos,1,0.1,0.6412684165961049,0.49098151179718363,9.841666666666663e-05,0.013022787363329819,29,23,41,-0.15028690479892126,-23.435881279894318
./chip4/115K/Nmos/2.txt,115K,nmos,2,0.1,0.6789843140653434,0.5283499103489415,0.00019231666666666653,0.01795159878780936,30,26,41,-0.1506344037164019,-22.185255328579697
./chip4/115K/Nmos/3.txt,115K,nmos,3,0.1,0.6355491540552606,0.5015759717060987,0.00410783333333334,0.08820829371171507,28,24,41,-0.1339731823491619,-21.07990884643881
./chip4/115K/Nmos/4.txt,115K,nmos,4,0.1,0.6529598949388826,0.5279678122032204,0.0016498333333333321,0.058528893916569624,29,23,41,-0.1249920827356622,-19.142382817762723
./chip4/115K/Pmos/1.txt,115K,pmos,1,1.1,-0.6269317551322361,-0.46559124765836873,3.6046666666666695e-05,0.007623280376208522,11,17,41,0.16134050747386736,25.734939433692666
./chip4/115K/Pmos/2.txt,115K,pmos,2,1.1,-0.6642300556586269,-0.5259815405987657,7.18666666666666e-05,0.011425885849025826,10,15,41,0.13824851505986124,20.813348309386413
./chip4/115K/Pmos/3.txt,115K,pmos,3,1.1,-0.5987903225806452,-0.47609099400952914,0.001405333333333334,0.0539653649215735,14,18,41,0.1226993285711161,20.491201000428813
./chip4/115K/Pmos/4.txt,115K,pmos,4,1.1,-0.6345788798631893,-0.5091414982578069,0.0007796666666666664,0.039945821945610874,12,17,41,0.12543738160538243,19.767027486390003
./chip4/140K/Nmos/1.txt,140K,nmos,1,0.1,0.633081896551724,0.48411538772731605,9.279999999999992e-05,0.012679515779835698,30,23,41,-0.14896650882440793,-23.53036939388095
./chip4/140K/Nmos/2.txt,140K,nmos,2,0.1,0.6712059471365638,0.5164343505214194,0.00018159999999999986,0.017200035346262778,30,25,41,-0.1547715966151444,-23.058734398200215
./chip4/140K/Nmos/3.txt,140K,nmos,3,0.1,0.6262596865851559,0.4911255258937998,0.0038713333333333325,0.08511646608762102,27,23,41,-0.13513416069135603,-21.577975332918243
./chip4/140K/Nmos/4.txt,140K,nmos,4,0.1,0.6425639617876355,0.5126600934808135,0.001517833333333331,0.05501805805920193,29,22,41,-0.129903868306822,-20.216488323656506
./chip4/140K/Pmos/1.txt,140K,pmos,1,1.1,-0.6116077231886828,-0.450399396722459,3.487333333333335e-05,0.007416592250059775,12,17,41,0.16120832646622385,26.35812471852822
./chip4/140K/Pmos/2.txt,140K,pmos,2,1.1,-0.6496303408545365,-0.5068217983129554,6.94333333333333e-05,0.011056571467264797,12,15,41,0.14280854254158115,21.98304690537206
./chip4/140K/Pmos/3.txt,140K,pmos,3,1.1,-0.5840176600441503,-0.4596365026675708,0.0013590000000000008,0.052634158241348844,14,19,41,0.12438115737657957,21.29749935424498
./chip4/140K/Pmos/4.txt,140K,pmos,4,1.1,-0.6157999056158565,-0.4892654801480529,0.0007063333333333331,0.037971552800886973,12,18,41,0.12653442546780364,20.547977405299793
./chip4/185K/Nmos/1.txt,185K,nmos,1,0.1,0.6164279902359647,0.4590888442843429,8.19333333333335e-05,0.011542433767794923,28,23,41,-0.15733914595162185,-25.524335111939582
./chip4/185K/Nmos/2.txt,185K,nmos,2,0.1,0.6528238369053838,0.4882640645481112,0.00015941666666666643,0.015642262304260274,30,25,41,-0.1645597723572726,-25.20737801752831
./chip4/185K/Nmos/3.txt,185K,nmos,3,0.1,0.6089127906976746,0.467001644359767,0.0034400000000000003,0.07829633600120989,27,23,41,-0.14191114633790758,-23.30566026956174
./chip4/185K/Nmos/4.txt,185K,nmos,4,0.1,0.6196820349761525,0.48149211468339376,0.0012579999999999987,0.04857060756121963,29,22,41,-0.13818992029275873,-22.30013337373525
./chip4/185K/Pmos/1.txt,185K,pmos,1,1.1,-0.5754425119285828,-0.41404711152476004,3.2485000000000066e-05,0.007181805314589663,13,20,41,0.16139540040382272,28.047180571158993
./chip4/185K/Pmos/2.txt,185K,pmos,2,1.1,-0.6147379239465571,-0.46794864111466966,6.486666666666671e-05,0.01060170967982109,12,17,41,0.14678928283188747,23.878351589164158
./chip4/185K/Pmos/3.txt,185K,pmos,3,1.1,-0.5479370078740156,-0.4160270990244672,0.0012699999999999986,0.04947216836420612,15,20,41,0.13190990884954834,24.073918526028404
./chip4/185K/Pmos/4.txt,185K,pmos,4,1.1,-0.5711643835616442,-0.4368610581659319,0.0005840000000000012,0.03342144362558193,13,20,41,0.13430332539571233,23.513953121206363
./chip4/220K/Nmos/1.txt,220K,nmos,1,0.1,0.6018471910112361,0.4387427946567447,7.416666666666672e-05,0.010776037962494045,28,21,41,-0.16310439635449137,-27.1006326506966
./chip4/220K/Nmos/2.txt,220K,nmos,2,0.1,0.6378407526388249,0.46416652728657787,0.00014526666666666644,0.014610730241982117,29,24,41,-0.17367422535224702,-27.228461749070686
./chip4/220K/Nmos/3.txt,220K,nmos,3,0.1,0.5929041916167668,0.4464319521195585,0.0031173333333333365,0.07339945112695467,27,22,41,-0.14647223949720828,-24.70420036967507
./chip4/220K/Nmos/4.txt,220K,nmos,4,0.1,0.5992636321267676,0.45594168475730656,0.0010728333333333354,0.04411429487696933,28,22,41,-0.14332194736946102,-23.916343272962518
./chip4/220K/Pmos/1.txt,220K,pmos,1,1.1,-0.5508117898896757,-0.3908807119464321,3.0364999999999998e-05,0.006977729621646896,14,20,41,0.15993107794324363,29.035521911264254
./chip4/220K/Pmos/2.txt,220K,pmos,2,1.1,-0.5882291090204762,-0.43479227725090863,6.0233333333333406e-05,0.009992355057796505,13,18,41,0.15343683176956757,26.084535670985716
./chip4/220K/Pmos/3.txt,220K,pmos,3,1.1,-0.5219646365422396,-0.3844074054865204,0.0011876666666666663,0.046875012380669046,16,21,41,0.13755723105571915,26.353745335501756
./chip4/220K/Pmos/4.txt,220K,pmos,4,1.1,-0.5415039577836411,-0.40404078515771796,0.0005053333333333331,0.030701005563349038,15,20,41,0.13746317262592317,25.385441906750906
./chip4/295K/Nmos/1.txt,295K,nmos,1,0.1,0.561482219061166,0.39270511716098516,5.8583333333333285e-05,0.009456178840018412,29,21,41,-0.16877710190018086,-30.05920689392211
./chip4/295K/Nmos/2.txt,295K,nmos,2,0.1,0.5886089552238801,0.4080013847927751,0.00011166666666666649,0.012553954323460237,29,23,41,-0.18060757043110504,-30.68379589338904
./chip4/295K/Nmos/3.txt,295K,nmos,3,0.1,0.5515711694767244,0.39487979100253245,0.0024811666666666628,0.06344316020632801,26,21,41,-0.1566913784741919,-28.40818866998524
./chip4/295K/Nmos/4.txt,295K,nmos,4,0.1,0.5496888694127963,0.39666319468317407,0.0007606666666666677,0.03601201388110521,28,20,41,-0.1530256747296222,-27.838598022385185
./chip4/295K/Pmos/1.txt,295K,pmos,1,1.1,-0.4985873581847648,-0.33518445243689826,2.5708333333333312e-05,0.0063532611507200985,15,21,41,0.16340290574786653,32.77317466346855
./chip4/295K/Pmos/2.txt,295K,pmos,2,1.1,-0.5293882978723405,-0.3682746482576327,5.013333333333335e-05,0.00893267620223458,14,20,41,0.16111364961470787,30.43392728215531
./chip4/295K/Pmos/3.txt,295K,pmos,3,1.1,-0.46695307336417685,-0.3183968099810736,0.0010086666666666655,0.04153820457754287,17,22,41,0.14855626338310324,31.81395987241831
./chip4/295K/Pmos/4.txt,295K,pmos,4,1.1,-0.48526612618963666,-0.3327667943177712,0.00037826666666666625,0.025245158581047325,16,21,41,0.15249933187186548,31.42591737636977
./chip4/85K/Nmos/1.txt,85K,nmos,1,0.1,0.6439530332681016,0.502520215081579,0.00010219999999999988,0.013741311681070414,30,23,41,-0.14143281818652265,-21.96321950200969
./chip4/85K/Nmos/2.txt,85K,nmos,2,0.1,0.6853750826173167,0.5365769601740465,0.00020173333333333332,0.01847172330887209,31,26,41,-0.14879812244327018,-21.71046573141214
./chip4/85K/Nmos/3.txt,85K,nmos,3,0.1,0.6418526266852629,0.5126803617821555,0.0043020000000000055,0.0917499512868426,28,24,41,-0.1291722649031074,-20.124910225918256
./chip4/85K/Nmos/4.txt,85K,nmos,4,0.1,0.6630945236309076,0.5437505748127309,0.0017773333333333313,0.06209874038725355,29,23,41,-0.11934394881817667,-17.99802962701077
./chip4/85K/Pmos/1.txt,85K,pmos,1,1.1,-0.644859510086455,-0.4823947119498845,3.701333333333331e-05,0.0076760129202224775,9,17,41,0.16246479813657055,25.19382836034925
./chip4/85K/Pmos/2.txt,85K,pmos,2,1.1,-0.6847406082289803,-0.5538495118881435,7.45333333333334e-05,0.011962577557488703,11,15,41,0.13089109634083684,19.11542776459174
./chip4/85K/Pmos/3.txt,85K,pmos,3,1.1,-0.6191320237551395,-0.5000725657963148,0.001459333333333336,0.055740796711618565,13,18,41,0.11905945795882478,19.230059727279038
./chip4/85K/Pmos/4.txt,85K,pmos,4,1.1,-0.6641198786039456,-0.53973848121771,0.0008786666666666682,0.04269626731401256,11,17,41,0.12438139738623566,18.728756869572898
./chip5/115K/Nmos/1.txt,115K,nmos,1,0.1,0.6249232119350596,0.47416248912915904,0.00011395000000000014,0.013812356195992317,28,23,41,-0.15076072280590058,-24.12467962888971
./chip5/115K/Nmos/2.txt,115K,nmos,2,0.1,0.6666611157368858,0.5228963140268443,0.0001801499999999999,0.01796395948779552,30,24,41,-0.14376480171004147,-21.564899814373124
./chip5/115K/Nmos/3.txt,115K,nmos,3,0.1,0.6430653347297192,0.5020738025552475,0.004137666666666675,0.08610404843023006,28,24,41,-0.1409915321744717,-21.924915643871635
./chip5/115K/Nmos/4.txt,115K,nmos,4,0.1,0.6540266997826761,0.528996911117898,0.001610499999999999,0.05765992538500275,30,23,41,-0.1250297886647781,-19.11692423357085
./chip5/115K/Pmos/1.txt,115K,pmos,1,1.1,-0.6442953111524673,-0.49585571615336055,3.67183333333334e-05,0.007962123492544677,11,17,41,0.14843959499910675,23.039061813687436
./chip5/115K/Pmos/2.txt,115K,pmos,2,1.1,-0.6677257989810098,-0.5503568211506293,7.196666666666669e-05,0.01250529615045733,12,16,41,0.11736897783038047,17.57742145196317
./chip5/115K/Pmos/3.txt,115K,pmos,3,1.1,-0.6011230697239122,-0.47805386779040976,0.001424666666666667,0.05409043036365355,14,18,41,0.1230692019335024,20.473212247539667
./chip5/115K/Pmos/4.txt,115K,pmos,4,1.1,-0.6365783760312635,-0.5110165022185343,0.0007676666666666669,0.03972350751476725,12,17,41,0.1255618738127292,19.72449560658068
./chip5/140K/Nmos/1.txt,140K,nmos,1,0.1,0.6173001555209955,0.4645049993570416,0.00010716666666666676,0.013316132052208773,28,24,41,-0.1527951561639539,-24.752165506097473
./chip5/140K/Nmos/2.txt,140K,nmos,2,0.1,0.6583966327329677,0.5076996153626947,0.0001702666666666665,0.016953828560519246,29,24,40,-0.15069701737027297,-22.888485432365908
./chip5/140K/Nmos/3.txt,140K,nmos,3,0.1,0.6340155661991108,0.4901070110291115,0.0038973333333333395,0.08273066921078853,28,24,41,-0.14390855516999934,-22.697952990763838
./chip5/140K/Nmos/4.txt,140K,nmos,4,0.1,0.6444193331841572,0.5134360542125752,0.0014896666666666643,0.054444048202098166,28,22,40,-0.13098327897158202,-20.32578357393114
./chip5/140K/Pmos/1.txt,140K,pmos,1,1.1,-0.6263623395149787,-0.47879410936762296,3.505000000000004e-05,0.007821745806423822,11,17,41,0.1475682301473557,23.55956302571202
./chip5/140K/Pmos/2.txt,140K,pmos,2,1.1,-0.6529860777724438,-0.5259393984375436,6.943333333333341e-05,0.011752070920443766,11,16,41,0.12704667933490021,19.456261574258885
./chip5/140K/Pmos/3.txt,140K,pmos,3,1.1,-0.5824644781969626,-0.45412656456491945,0.0013606666666666689,0.05196682610429823,13,19,41,0.1283379136320431,22.03360349618525
./chip5/140K/Pmos/4.txt,140K,pmos,4,1.1,-0.6151089588377727,-0.48686391651492555,0.0006883333333333342,0.03716674587510582,12,18,41,0.12824504232284717,20.849158588937115
./chip5/185K/Nmos/1.txt,185K,nmos,1,0.1,0.6008398299078668,0.4446485470074499,9.406666666666666e-05,0.01237466226526892,27,22,41,-0.1561912829004169,-25.995494160959232
./chip5/185K/Nmos/2.txt,185K,nmos,2,0.1,0.6397149220489974,0.485080394568328,0.00014966666666666644,0.015707443587175948,29,24,41,-0.15463452748066936,-24.17241214029794
./chip5/185K/Nmos/3.txt,185K,nmos,3,0.1,0.6151374819102753,0.46634058923279786,0.003455000000000005,0.07659398750656471,28,23,41,-0.14879689267747742,-24.189209250490954
./chip5/185K/Nmos/4.txt,185K,nmos,4,0.1,0.6206567366283003,0.4819066239503401,0.001230833333333332,0.04804971540145472,29,22,41,-0.13875011267796022,-22.3553704470713
./chip5/185K/Pmos/1.txt,185K,pmos,1,1.1,-0.586246800062693,-0.4355647203251982,3.1901666666666714e-05,0.007332316829211316,13,18,41,0.1506820797374948,25.702840462648314
./chip5/185K/Pmos/2.txt,185K,pmos,2,1.1,-0.6149300155520996,-0.48312128329331655,6.430000000000002e-05,0.011130647516557658,12,17,41,0.13180873225878303,21.43475337440503
./chip5/185K/Pmos/3.txt,185K,pmos,3,1.1,-0.5496952180767207,-0.4160527158721918,0.001268666666666665,0.049124228360601735,15,19,41,0.13364250220452895,24.312109294331993
./chip5/185K/Pmos/4.txt,185K,pmos,4,1.1,-0.5752219626168227,-0.4410667234331679,0.0005706666666666675,0.033120874468706096,13,19,41,0.1341552391836548,23.322343008836178
./chip5/220K/Nmos/1.txt,220K,nmos,1,0.1,0.5822544508901784,0.4256119915615217,8.331666666666675e-05,0.011615820540265893,27,22,41,-0.15664245932865667,-26.902750007178856
./chip5/220K/Nmos/2.txt,220K,nmos,2,0.1,0.629686855200874,0.46142009215602775,0.0001373166666666667,0.014599611679756076,31,22,41,-0.16826676304484622,-26.72229246252379
./chip5/220K/Nmos/3.txt,220K,nmos,3,0.1,0.5998171216538565,0.4460023080493219,0.0031441666666666684,0.07198614297534045,26,22,40,-0.15381481360453458,-25.64361837161733
./chip5/220K/Nmos/4.txt,220K,nmos,4,0.1,0.6004255319148941,0.4555432212144046,0.0010575000000000024,0.043521541876352154,28,21,41,-0.1448823107004895,-24.12993835195961
./chip5/220K/Pmos/1.txt,220K,pmos,1,1.1,-0.5642977137453413,-0.4091747792360723,2.9961666666666675e-05,0.007066185808721714,12,20,41,0.155122934509269,27.48955573108587
./chip5/220K/Pmos/2.txt,220K,pmos,2,1.1,-0.5867967134313342,-0.4505109188947519,5.9636666666666705e-05,0.010596243376174236,14,18,41,0.1362857945365823,23.225384774165097
./chip5/220K/Pmos/3.txt,220K,pmos,3,1.1,-0.5226965342349956,-0.3826640249920559,0.0011829999999999992,0.04623277664707634,15,21,41,0.14003250924293975,26.790403239977
./chip5/220K/Pmos/4.txt,220K,pmos,4,1.1,-0.5441303759805245,-0.40437764130049386,0.0004929333333333326,0.030096836358229906,15,20,41,0.13975273468003063,25.683685537348616
./chip5/295K/Nmos/1.txt,295K,nmos,1,0.1,0.5471982004498875,0.383079998228872,6.668333333333332e-05,0.010268911343787296,26,20,41,-0.16411820222101553,-29.99246015174816
./chip5/295K/Nmos/2.txt,295K,nmos,2,0.1,0.5871746705044691,0.41981731553613744,0.00011001666666666675,0.012993181000475383,28,22,41,-0.1673573549683317,-28.502141419783523
./chip5/295K/Nmos/3.txt,295K,nmos,3,0.1,0.5602814123216514,0.3999618640747592,0.0025348333333333316,0.06327952759412842,26,22,41,-0.1603195482468922,-28.614111537731063
./chip5/295K/Nmos/4.txt,295K,nmos,4,0.1,0.5556420735642076,0.40024157341169064,0.0007748333333333344,0.03601588710494756,28,19,41,-0.15540050015251694,-27.967734544594297
./chip5/295K/Pmos/1.txt,295K,pmos,1,1.1,-0.5079916807487329,-0.34993426148046475,2.564333333333336e-05,0.006457255770190511,14,21,41,0.15805741926826816,31.11417475091444
./chip5/295K/Pmos/2.txt,295K,pmos,2,1.1,-0.5295213454075033,-0.3789052348389835,5.153333333333333e-05,0.009376365657803976,14,20,41,0.1506161105685198,28.443822307599387
./chip5/295K/Pmos/3.txt,295K,pmos,3,1.1,-0.4667133094695733,-0.3177986232268131,0.0010243333333333315,0.041842310482980205,17,22,41,0.14891468624276016,31.907100830701392
./chip5/295K/Pmos/4.txt,295K,pmos,4,1.1,-0.48346204475647203,-0.33202290985705807,0.00037983333333333315,0.02542726674653477,15,22,41,0.15143913489941396,31.323893269780136
./chip5/85K/Nmos/1.txt,85K,nmos,1,0.1,0.6338583755649914,0.4835325825180364,0.00012168333333333352,0.014265098757602318,28,25,41,-0.15032579304695498,-23.715990644276282
./chip5/85K/Nmos/2.txt,85K,nmos,2,0.1,0.673981351161154,0.5325846722448839,0.00018946666666666654,0.01851510466489719,30,24,41,-0.14139667891627006,-20.979316218863904
./chip5/85K/Nmos/3.txt,85K,nmos,3,0.1,0.6506098541403472,0.5126355109889634,0.00435350000000001,0.08925007337044916,28,24,41,-0.1379743431513838,-21.206924898745918
./chip5/85K/Nmos/4.txt,85K,nmos,4,0.1,0.6651898249976089,0.5448129669750349,0.0017428333333333306,0.061220477110508514,29,23,41,-0.12037685802257403,-18.096617461490293
./chip5/85K/Pmos/1.txt,85K,pmos,1,1.1,-0.6649741943878219,-0.5108821519340956,3.842833333333342e-05,0.007981423115088076,11,17,41,0.15409204245372632,23.17263493143281
./chip5/85K/Pmos/2.txt,85K,pmos,2,1.1,-0.6872311827956991,-0.5801559158403912,7.440000000000013e-05,0.013399909919964717,11,15,41,0.10707526695530789,15.580676435507346
./chip5/85K/Pmos/3.txt,85K,pmos,3,1.1,-0.6213574153017728,-0.5021933524517614,0.001485666666666669,0.05635053594969314,13,17,41,0.11916406285001135,19.178022168148956
./chip5/85K/Pmos/4.txt,85K,pmos,4,1.1,-0.665572755417957,-0.5430582724202773,0.000861333333333335,0.04258800437828185,11,17,41,0.12251448299767975,18.407376503977364
