file_path,temperature,device,vd_V,vth_V,gm_max_A_per_V,gm_max_index,num_points,notes
/home/alberto/vthcalculator/chip5/115K/Nmos/1.txt,115K,nmos,0.1,0.624923,0.00011395,28,41,
/home/alberto/vthcalculator/chip5/115K/Nmos/1.txt,115K,nmos,0.2,0.644368,0.0001843,29,41,
/home/alberto/vthcalculator/chip5/115K/Nmos/1.txt,115K,nmos,0.3,0.656766,0.000223717,31,41,
/home/alberto/vthcalculator/chip5/115K/Nmos/1.txt,115K,nmos,0.4,0.660657,0.0002434,33,41,
/home/alberto/vthcalculator/chip5/115K/Nmos/1.txt,115K,nmos,0.5,0.662866,0.000255917,35,41,
/home/alberto/vthcalculator/chip5/115K/Nmos/1.txt,115K,nmos,0.6,0.667001,0.000265667,40,41,
/home/alberto/vthcalculator/chip5/115K/Nmos/1.txt,115K,nmos,0.7,0.662854,0.00027065,37,41,
/home/alberto/vthcalculator/chip5/115K/Nmos/1.txt,115K,nmos,0.8,0.661453,0.000275333,38,41,
/home/alberto/vthcalculator/chip5/115K/Nmos/1.txt,115K,nmos,0.9,0.658708,0.000278667,37,41,
/home/alberto/vthcalculator/chip5/115K/Nmos/1.txt,115K,nmos,1,0.65615,0.000281833,37,41,
/home/alberto/vthcalculator/chip5/115K/Nmos/1.txt,115K,nmos,1.1,0.652887,0.000284,37,41,
/home/alberto/vthcalculator/chip5/115K/Nmos/1.txt,115K,nmos,1.2,0.651005,0.000286833,38,41,
/home/alberto/vthcalculator/chip5/115K/Nmos/2.txt,115K,nmos,0.1,0.666661,0.00018015,30,41,
/home/alberto/vthcalculator/chip5/115K/Nmos/2.txt,115K,nmos,0.2,0.69487,0.000306283,32,41,
/home/alberto/vthcalculator/chip5/115K/Nmos/2.txt,115K,nmos,0.3,0.710851,0.000379817,34,41,
/home/alberto/vthcalculator/chip5/115K/Nmos/2.txt,115K,nmos,0.4,0.731484,0.000435833,35,41,
/home/alberto/vthcalculator/chip5/115K/Nmos/2.txt,115K,nmos,0.5,0.73075,0.0004535,39,41,
/home/alberto/vthcalculator/chip5/115K/Nmos/2.txt,115K,nmos,0.6,0.728971,0.000468167,36,41,
/home/alberto/vthcalculator/chip5/115K/Nmos/2.txt,115K,nmos,0.7,0.734211,0.0004845,39,41,
/home/alberto/vthcalculator/chip5/115K/Nmos/2.txt,115K,nmos,0.8,0.733989,0.000494667,40,41,
/home/alberto/vthcalculator/chip5/115K/Nmos/2.txt,115K,nmos,0.9,0.728537,0.000497833,38,41,
/home/alberto/vthcalculator/chip5/115K/Nmos/2.txt,115K,nmos,1,0.726329,0.000504,39,41,
/home/alberto/vthcalculator/chip5/115K/Nmos/2.txt,115K,nmos,1.1,0.721381,0.000507,39,41,
/home/alberto/vthcalculator/chip5/115K/Nmos/2.txt,115K,nmos,1.2,0.719199,0.000512,39,41,
/home/alberto/vthcalculator/chip5/115K/Nmos/3.txt,115K,nmos,0.1,0.643065,0.00413767,28,41,
/home/alberto/vthcalculator/chip5/115K/Nmos/3.txt,115K,nmos,0.2,0.664598,0.00696,29,41,
/home/alberto/vthcalculator/chip5/115K/Nmos/3.txt,115K,nmos,0.3,0.67907,0.00867333,31,41,
/home/alberto/vthcalculator/chip5/115K/Nmos/3.txt,115K,nmos,0.4,0.687295,0.00966833,34,41,
/home/alberto/vthcalculator/chip5/115K/Nmos/3.txt,115K,nmos,0.5,0.689658,0.01022,35,41,
/home/alberto/vthcalculator/chip5/115K/Nmos/3.txt,115K,nmos,0.6,0.690198,0.0105983,35,41,
/home/alberto/vthcalculator/chip5/115K/Nmos/3.txt,115K,nmos,0.7,0.687131,0.010805,35,41,
/home/alberto/vthcalculator/chip5/115K/Nmos/3.txt,115K,nmos,0.8,0.683069,0.0109367,37,41,
/home/alberto/vthcalculator/chip5/115K/Nmos/3.txt,115K,nmos,0.9,0.681063,0.0111117,37,41,
