Index	Vg	Id	Time	Vd
1	 0 V	 -74.8160 uA	 19.15 ms	 0 V
2	 30.0 mV	 -69.7660 uA	 25.10 ms	 0 V
3	 60.0 mV	 -64.8540 uA	 31.31 ms	 0 V
4	 90.0 mV	 -59.8900 uA	 37.41 ms	 0 V
5	 120.0 mV	 -55.0920 uA	 43.60 ms	 0 V
6	 150.0 mV	 -50.3540 uA	 49.80 ms	 0 V
7	 180.0 mV	 -45.5840 uA	 56.01 ms	 0 V
8	 210.0 mV	 -41.1040 uA	 62.13 ms	 0 V
9	 240.0 mV	 -36.5320 uA	 68.08 ms	 0 V
10	 270.0 mV	 -32.2180 uA	 74.86 ms	 0 V
11	 300.0 mV	 -28.0520 uA	 80.04 ms	 0 V
12	 330.0 mV	 -23.9880 uA	 85.19 ms	 0 V
13	 360.0 mV	 -20.2740 uA	 91.90 ms	 0 V
14	 390.0 mV	 -16.6760 uA	 97.07 ms	 0 V
15	 420.0 mV	 -13.5140 uA	 102.41 ms	 0 V
16	 450.0 mV	 -10.5900 uA	 108.40 ms	 0 V
17	 480.0 mV	 -8.12020 uA	 120.35 ms	 0 V
18	 510.0 mV	 -5.99460 uA	 125.97 ms	 0 V
19	 540.0 mV	 -4.38070 uA	 131.58 ms	 0 V
20	 570.0 mV	 -3.12390 uA	 140.33 ms	 0 V
21	 600.0 mV	 -2.11660 uA	 147.03 ms	 0 V
22	 630.0 mV	 -1.41930 uA	 153.69 ms	 0 V
23	 660.0 mV	 -871.600 nA	 169.75 ms	 0 V
24	 690.0 mV	 -448.000 nA	 175.88 ms	 0 V
25	 720.0 mV	 -202.300 nA	 181.96 ms	 0 V
26	 750.0 mV	 -67.7938 nA	 196.27 ms	 0 V
27	 780.0 mV	 -16.840 nA	 236.39 ms	 0 V
28	 810.0 mV	 -6.6438 nA	 264.68 ms	 0 V
29	 840.0 mV	 -2.9360 nA	 323.51 ms	 0 V
30	 870.0 mV	 124.6 pA	 345.06 ms	 0 V
31	 900.0 mV	 -4.39520 nA	 383.06 ms	 0 V
32	 930.0 mV	 -597.8 pA	 423.97 ms	 0 V
33	 960.0 mV	 -4.4554 nA	 480.38 ms	 0 V
34	 990.0 mV	 2.1664 nA	 492.44 ms	 0 V
35	 1.0200 V	 -2.900 nA	 518.33 ms	 0 V
36	 1.0500 V	 -116.8 pA	 574.46 ms	 0 V
37	 1.0800 V	 3.90230 nA	 612.34 ms	 0 V
38	 1.1100 V	 -3.8466 nA	 654.98 ms	 0 V
39	 1.1400 V	 800 pA	 695.79 ms	 0 V
40	 1.1700 V	 4.400 nA	 733.21 ms	 0 V
41	 1.2000 V	 -2.8698 nA	 755.49 ms	 0 V
42	 0 V	 -73.6560 uA	 850.01 ms	 100.00 mV
43	 30.0 mV	 -68.6680 uA	 857.02 ms	 100.00 mV
44	 60.0 mV	 -63.7860 uA	 863.24 ms	 100.00 mV
45	 90.0 mV	 -58.9680 uA	 869.42 ms	 100.00 mV
46	 120.0 mV	 -54.1380 uA	 875.63 ms	 100.00 mV
47	 150.0 mV	 -49.4800 uA	 881.79 ms	 100.00 mV
48	 180.0 mV	 -44.8100 uA	 887.97 ms	 100.00 mV
49	 210.0 mV	 -40.3360 uA	 894.10 ms	 100.00 mV
50	 240.0 mV	 -35.9320 uA	 900.24 ms	 100.00 mV
51	 270.0 mV	 -31.5880 uA	 906.15 ms	 100.00 mV
52	 300.0 mV	 -27.5140 uA	 912.83 ms	 100.00 mV
53	 330.0 mV	 -23.5640 uA	 917.96 ms	 100.00 mV
54	 360.0 mV	 -19.8720 uA	 923.11 ms	 100.00 mV
55	 390.0 mV	 -16.3240 uA	 928.28 ms	 100.00 mV
56	 420.0 mV	 -13.2000 uA	 933.42 ms	 100.00 mV
57	 450.0 mV	 -10.4020 uA	 939.49 ms	 100.00 mV
58	 480.0 mV	 -7.93640 uA	 952.00 ms	 100.00 mV
59	 510.0 mV	 -5.91730 uA	 960.07 ms	 100.00 mV
60	 540.0 mV	 -4.23990 uA	 966.79 ms	 100.00 mV
61	 570.0 mV	 -3.04110 uA	 973.46 ms	 100.00 mV
62	 600.0 mV	 -2.11530 uA	 980.07 ms	 100.00 mV
63	 630.0 mV	 -1.36970 uA	 986.70 ms	 100.00 mV
64	 660.0 mV	 -855.120 nA	 1.00283 s	 100.00 mV
65	 690.0 mV	 -445.860 nA	 1.00893 s	 100.00 mV
66	 720.0 mV	 -182.200 nA	 1.01488 s	 100.00 mV
67	 750.0 mV	 -60.7280 nA	 1.02920 s	 100.00 mV
68	 780.0 mV	 -15.200 nA	 1.05147 s	 100.00 mV
69	 810.0 mV	 -7.9018 nA	 1.08188 s	 100.00 mV
70	 840.0 mV	 2.1386 nA	 1.10737 s	 100.00 mV
71	 870.0 mV	 -4.75360 nA	 1.14256 s	 100.00 mV
72	 900.0 mV	 -5.23720 nA	 1.20011 s	 100.00 mV
73	 930.0 mV	 4.26110 nA	 1.21230 s	 100.00 mV
74	 960.0 mV	 -4.82090 nA	 1.22131 s	 100.00 mV
75	 990.0 mV	 -3.1974 nA	 1.26212 s	 100.00 mV
76	 1.0200 V	 -735.70 pA	 1.29646 s	 100.00 mV
77	 1.0500 V	 -3.05310 nA	 1.30411 s	 100.00 mV
78	 1.0800 V	 3.24390 nA	 1.38880 s	 100.00 mV
79	 1.1100 V	 -2.4118 nA	 1.43644 s	 100.00 mV
80	 1.1400 V	 3.80310 nA	 1.47232 s	 100.00 mV
81	 1.1700 V	 -4.61840 nA	 1.47990 s	 100.00 mV
82	 1.2000 V	 3.41530 nA	 1.48892 s	 100.00 mV
83	 0 V	 -72.2920 uA	 1.77508 s	 200.00 mV
84	 30.0 mV	 -67.4560 uA	 1.78171 s	 200.00 mV
85	 60.0 mV	 -62.6120 uA	 1.78834 s	 200.00 mV
86	 90.0 mV	 -57.9000 uA	 1.79352 s	 200.00 mV
87	 120.0 mV	 -53.1460 uA	 1.79869 s	 200.00 mV
88	 150.0 mV	 -48.5040 uA	 1.80547 s	 200.00 mV
89	 180.0 mV	 -44.0180 uA	 1.81065 s	 200.00 mV
90	 210.0 mV	 -39.5140 uA	 1.81583 s	 200.00 mV
91	 240.0 mV	 -35.2300 uA	 1.82251 s	 200.00 mV
92	 270.0 mV	 -30.9540 uA	 1.82769 s	 200.00 mV
93	 300.0 mV	 -26.9540 uA	 1.83300 s	 200.00 mV
94	 330.0 mV	 -23.0900 uA	 1.84118 s	 200.00 mV
95	 360.0 mV	 -19.3640 uA	 1.84736 s	 200.00 mV
96	 390.0 mV	 -16.0080 uA	 1.85355 s	 200.00 mV
97	 420.0 mV	 -12.9120 uA	 1.85972 s	 200.00 mV
98	 450.0 mV	 -10.0960 uA	 1.86592 s	 200.00 mV
99	 480.0 mV	 -7.69440 uA	 1.87848 s	 200.00 mV
100	 510.0 mV	 -5.72890 uA	 1.88517 s	 200.00 mV
101	 540.0 mV	 -4.19360 uA	 1.89186 s	 200.00 mV
102	 570.0 mV	 -2.93790 uA	 1.89856 s	 200.00 mV
103	 600.0 mV	 -2.01470 uA	 1.90527 s	 200.00 mV
104	 630.0 mV	 -1.35660 uA	 1.91194 s	 200.00 mV
105	 660.0 mV	 -811.020 nA	 1.92800 s	 200.00 mV
106	 690.0 mV	 -433.820 nA	 1.93420 s	 200.00 mV
107	 720.0 mV	 -189.220 nA	 1.94033 s	 200.00 mV
108	 750.0 mV	 -56.9592 nA	 1.95454 s	 200.00 mV
109	 780.0 mV	 -16.5802 nA	 1.96509 s	 200.00 mV
110	 810.0 mV	 -3.680 nA	 1.99650 s	 200.00 mV
111	 840.0 mV	 -2.27820 nA	 2.03783 s	 200.00 mV
112	 870.0 mV	 -1.55180 nA	 2.04538 s	 200.00 mV
113	 900.0 mV	 4.21770 nA	 2.05277 s	 200.00 mV
114	 930.0 mV	 -4.90300 nA	 2.06150 s	 200.00 mV
115	 960.0 mV	 3.49160 nA	 2.06914 s	 200.00 mV
116	 990.0 mV	 -233.20 pA	 2.07669 s	 200.00 mV
117	 1.0200 V	 -3.75180 nA	 2.08436 s	 200.00 mV
118	 1.0500 V	 4.53250 nA	 2.09196 s	 200.00 mV
119	 1.0800 V	 -4.11670 nA	 2.09961 s	 200.00 mV
120	 1.1100 V	 4.53630 nA	 2.11016 s	 200.00 mV
121	 1.1400 V	 -3.87770 nA	 2.11942 s	 200.00 mV
122	 1.1700 V	 -3.71410 nA	 2.17931 s	 200.00 mV
123	 1.2000 V	 4.14120 nA	 2.18978 s	 200.00 mV
124	 0 V	 -70.8000 uA	 2.60937 s	 300.00 mV
125	 30.0 mV	 -66.0240 uA	 2.61608 s	 300.00 mV
126	 60.0 mV	 -61.3680 uA	 2.62229 s	 300.00 mV
127	 90.0 mV	 -56.6660 uA	 2.62839 s	 300.00 mV
128	 120.0 mV	 -52.1100 uA	 2.63460 s	 300.00 mV
129	 150.0 mV	 -47.5700 uA	 2.64077 s	 300.00 mV
130	 180.0 mV	 -43.0740 uA	 2.64699 s	 300.00 mV
131	 210.0 mV	 -38.7300 uA	 2.65308 s	 300.00 mV
132	 240.0 mV	 -34.4780 uA	 2.66037 s	 300.00 mV
133	 270.0 mV	 -30.2900 uA	 2.66559 s	 300.00 mV
134	 300.0 mV	 -26.3600 uA	 2.67175 s	 300.00 mV
135	 330.0 mV	 -22.5080 uA	 2.67798 s	 300.00 mV
136	 360.0 mV	 -18.9520 uA	 2.68409 s	 300.00 mV
137	 390.0 mV	 -15.6160 uA	 2.69004 s	 300.00 mV
138	 420.0 mV	 -12.5420 uA	 2.69541 s	 300.00 mV
139	 450.0 mV	 -9.8980 uA	 2.70107 s	 300.00 mV
140	 480.0 mV	 -7.54180 uA	 2.71365 s	 300.00 mV
141	 510.0 mV	 -5.63510 uA	 2.72036 s	 300.00 mV
142	 540.0 mV	 -4.03360 uA	 2.72697 s	 300.00 mV
143	 570.0 mV	 -2.89240 uA	 2.73363 s	 300.00 mV
144	 600.0 mV	 -2.00960 uA	 2.74030 s	 300.00 mV
145	 630.0 mV	 -1.30120 uA	 2.74688 s	 300.00 mV
146	 660.0 mV	 -801.540 nA	 2.76275 s	 300.00 mV
147	 690.0 mV	 -406.260 nA	 2.76888 s	 300.00 mV
148	 720.0 mV	 -169.280 nA	 2.77478 s	 300.00 mV
149	 750.0 mV	 -54.0180 nA	 2.78832 s	 300.00 mV
150	 780.0 mV	 -21.2580 nA	 2.79872 s	 300.00 mV
151	 810.0 mV	 -1.2186 nA	 2.82741 s	 300.00 mV
152	 840.0 mV	 -2.57170 nA	 2.86536 s	 300.00 mV
153	 870.0 mV	 4.23620 nA	 2.87294 s	 300.00 mV
154	 900.0 mV	 -4.71770 nA	 2.88032 s	 300.00 mV
155	 930.0 mV	 -109.70 pA	 2.93681 s	 300.00 mV
156	 960.0 mV	 -2.02510 nA	 2.94524 s	 300.00 mV
157	 990.0 mV	 4.60830 nA	 2.95186 s	 300.00 mV
158	 1.0200 V	 -3.56350 nA	 2.95934 s	 300.00 mV
159	 1.0500 V	 -1.00170 nA	 2.96592 s	 300.00 mV
160	 1.0800 V	 4.50730 nA	 2.97329 s	 300.00 mV
161	 1.1100 V	 -4.09130 nA	 2.97988 s	 300.00 mV
162	 1.1400 V	 -46.00 pA	 2.98668 s	 300.00 mV
163	 1.1700 V	 4.45440 nA	 2.99329 s	 300.00 mV
164	 1.2000 V	 -4.53690 nA	 2.99990 s	 300.00 mV
165	 0 V	 -69.0400 uA	 3.17835 s	 400.00 mV
166	 30.0 mV	 -64.4860 uA	 3.18509 s	 400.00 mV
167	 60.0 mV	 -59.9160 uA	 3.19130 s	 400.00 mV
168	 90.0 mV	 -55.3320 uA	 3.19754 s	 400.00 mV
169	 120.0 mV	 -50.8840 uA	 3.20365 s	 400.00 mV
170	 150.0 mV	 -46.4520 uA	 3.20985 s	 400.00 mV
171	 180.0 mV	 -42.0300 uA	 3.21606 s	 400.00 mV
172	 210.0 mV	 -37.8260 uA	 3.22214 s	 400.00 mV
173	 240.0 mV	 -33.5960 uA	 3.22806 s	 400.00 mV
174	 270.0 mV	 -29.5820 uA	 3.23325 s	 400.00 mV
175	 300.0 mV	 -25.6500 uA	 3.23842 s	 400.00 mV
176	 330.0 mV	 -21.9700 uA	 3.24399 s	 400.00 mV
177	 360.0 mV	 -18.4620 uA	 3.25012 s	 400.00 mV
178	 390.0 mV	 -15.1280 uA	 3.25634 s	 400.00 mV
179	 420.0 mV	 -12.2240 uA	 3.26250 s	 400.00 mV
180	 450.0 mV	 -9.56690 uA	 3.27500 s	 400.00 mV
181	 480.0 mV	 -7.34270 uA	 3.28163 s	 400.00 mV
182	 510.0 mV	 -5.40110 uA	 3.28829 s	 400.00 mV
183	 540.0 mV	 -3.94480 uA	 3.29493 s	 400.00 mV
184	 570.0 mV	 -2.82420 uA	 3.30149 s	 400.00 mV
185	 600.0 mV	 -1.91980 uA	 3.30792 s	 400.00 mV
186	 630.0 mV	 -1.28290 uA	 3.31359 s	 400.00 mV
187	 660.0 mV	 -758.580 nA	 3.32873 s	 400.00 mV
188	 690.0 mV	 -398.560 nA	 3.33391 s	 400.00 mV
189	 720.0 mV	 -167.760 nA	 3.33977 s	 400.00 mV
190	 750.0 mV	 -51.5622 nA	 3.35453 s	 400.00 mV
191	 780.0 mV	 -17.3016 nA	 3.36405 s	 400.00 mV
192	 810.0 mV	 -916.0 pA	 3.39275 s	 400.00 mV
193	 840.0 mV	 3.45170 nA	 3.43316 s	 400.00 mV
