Index	Vg	Id	Time	Vd
1	 0 V	 -1.1381 nA	 59.32 ms	 0 V
2	 30.0 mV	 -363.94 pA	 101.91 ms	 0 V
3	 60.0 mV	 -367.34 pA	 111.49 ms	 0 V
4	 90.0 mV	 -5.07274 nA	 125.86 ms	 0 V
5	 120.0 mV	 -5.09856 nA	 145.29 ms	 0 V
6	 150.0 mV	 5.29702 nA	 156.32 ms	 0 V
7	 180.0 mV	 -5.22352 nA	 165.60 ms	 0 V
8	 210.0 mV	 5.31754 nA	 176.18 ms	 0 V
9	 240.0 mV	 -5.07402 nA	 185.71 ms	 0 V
10	 270.0 mV	 5.16026 nA	 195.24 ms	 0 V
11	 300.0 mV	 -2.74342 nA	 206.30 ms	 0 V
12	 330.0 mV	 9.20280 nA	 217.47 ms	 0 V
13	 360.0 mV	 3.43818 nA	 226.91 ms	 0 V
14	 390.0 mV	 9.29180 nA	 237.46 ms	 0 V
15	 420.0 mV	 -14.0030 nA	 271.59 ms	 0 V
16	 450.0 mV	 -25.4145 nA	 286.79 ms	 0 V
17	 480.0 mV	 -32.0915 nA	 302.35 ms	 0 V
18	 510.0 mV	 -36.4282 nA	 317.57 ms	 0 V
19	 540.0 mV	 -47.7509 nA	 332.78 ms	 0 V
20	 570.0 mV	 -60.4802 nA	 348.90 ms	 0 V
21	 600.0 mV	 -56.3421 nA	 364.35 ms	 0 V
22	 630.0 mV	 -37.5610 nA	 379.67 ms	 0 V
23	 660.0 mV	 -11.6180 nA	 394.92 ms	 0 V
24	 690.0 mV	 38.4500 nA	 411.35 ms	 0 V
25	 720.0 mV	 104.3714 nA	 427.63 ms	 0 V
26	 750.0 mV	 1.150010 uA	 468.94 ms	 0 V
27	 780.0 mV	 1.026410 uA	 475.33 ms	 0 V
28	 810.0 mV	 953.680 nA	 480.94 ms	 0 V
29	 840.0 mV	 886.090 nA	 488.41 ms	 0 V
30	 870.0 mV	 858.050 nA	 494.07 ms	 0 V
31	 900.0 mV	 858.250 nA	 499.89 ms	 0 V
32	 930.0 mV	 861.680 nA	 506.12 ms	 0 V
33	 960.0 mV	 877.500 nA	 511.77 ms	 0 V
34	 990.0 mV	 897.740 nA	 517.94 ms	 0 V
35	 1.0200 V	 920.670 nA	 523.60 ms	 0 V
36	 1.0500 V	 944.520 nA	 529.25 ms	 0 V
37	 1.0800 V	 968.000 nA	 536.52 ms	 0 V
38	 1.1100 V	 1.000510 uA	 542.18 ms	 0 V
