Index	Vg	Id	Time	Vd
1	 0 V	 5.51692 nA	 69.09 ms	 0 V
2	 30.0 mV	 5.01730 nA	 130.80 ms	 0 V
3	 60.0 mV	 -5.22288 nA	 140.33 ms	 0 V
4	 90.0 mV	 -966.00 pA	 154.74 ms	 0 V
5	 120.0 mV	 -323.56 pA	 164.32 ms	 0 V
6	 150.0 mV	 -5.36324 nA	 178.75 ms	 0 V
7	 180.0 mV	 4.92216 nA	 188.02 ms	 0 V
8	 210.0 mV	 -6.34296 nA	 197.91 ms	 0 V
9	 240.0 mV	 -2.590 nA	 243.89 ms	 0 V
10	 270.0 mV	 3.43446 nA	 286.77 ms	 0 V
11	 300.0 mV	 -7.08850 nA	 297.53 ms	 0 V
12	 330.0 mV	 -12.8683 nA	 337.60 ms	 0 V
13	 360.0 mV	 -16.7317 nA	 352.85 ms	 0 V
14	 390.0 mV	 -27.1292 nA	 368.20 ms	 0 V
15	 420.0 mV	 -58.610 nA	 390.60 ms	 0 V
16	 450.0 mV	 -88.640 nA	 397.17 ms	 0 V
17	 480.0 mV	 -182.910 nA	 403.57 ms	 0 V
18	 510.0 mV	 -216.350 nA	 410.28 ms	 0 V
19	 540.0 mV	 -250.440 nA	 416.97 ms	 0 V
20	 570.0 mV	 -401.700 nA	 423.55 ms	 0 V
21	 600.0 mV	 -485.170 nA	 429.96 ms	 0 V
22	 630.0 mV	 -572.450 nA	 435.87 ms	 0 V
23	 660.0 mV	 -686.440 nA	 441.76 ms	 0 V
24	 690.0 mV	 -720.390 nA	 448.38 ms	 0 V
25	 720.0 mV	 -771.330 nA	 454.76 ms	 0 V
26	 750.0 mV	 -777.550 nA	 461.95 ms	 0 V
27	 780.0 mV	 -749.680 nA	 468.60 ms	 0 V
28	 810.0 mV	 -717.110 nA	 475.28 ms	 0 V
29	 840.0 mV	 -689.360 nA	 481.84 ms	 0 V
30	 870.0 mV	 -639.000 nA	 488.23 ms	 0 V
31	 900.0 mV	 -606.270 nA	 493.85 ms	 0 V
32	 930.0 mV	 -546.490 nA	 500.53 ms	 0 V
33	 960.0 mV	 -493.890 nA	 507.17 ms	 0 V
34	 990.0 mV	 -450.240 nA	 513.86 ms	 0 V
35	 1.0200 V	 -393.270 nA	 520.46 ms	 0 V
36	 1.0500 V	 -336.590 nA	 527.15 ms	 0 V
37	 1.0800 V	 -289.410 nA	 533.71 ms	 0 V
38	 1.1100 V	 -236.570 nA	 540.29 ms	 0 V
39	 1.1400 V	 -183.980 nA	 546.73 ms	 0 V
40	 1.1700 V	 -143.190 nA	 552.34 ms	 0 V
41	 1.2000 V	 -96.490 nA	 557.98 ms	 0 V
42	 0 V	 -3.8754 nA	 876.22 ms	 100.00 mV
43	 30.0 mV	 -4.80872 nA	 920.51 ms	 100.00 mV
44	 60.0 mV	 -5.75678 nA	 978.77 ms	 100.00 mV
45	 90.0 mV	 5.30496 nA	 988.33 ms	 100.00 mV
46	 120.0 mV	 -5.33502 nA	 997.87 ms	 100.00 mV
47	 150.0 mV	 4.80162 nA	 1.00741 s	 100.00 mV
48	 180.0 mV	 -5.57606 nA	 1.01852 s	 100.00 mV
49	 210.0 mV	 5.10658 nA	 1.02799 s	 100.00 mV
50	 240.0 mV	 -5.19964 nA	 1.03756 s	 100.00 mV
51	 270.0 mV	 4.83040 nA	 1.04702 s	 100.00 mV
52	 300.0 mV	 -4.21612 nA	 1.05834 s	 100.00 mV
53	 330.0 mV	 1.8616 nA	 1.09311 s	 100.00 mV
54	 360.0 mV	 19.8967 nA	 1.10831 s	 100.00 mV
55	 390.0 mV	 57.3806 nA	 1.12485 s	 100.00 mV
56	 420.0 mV	 122.290 nA	 1.15508 s	 100.00 mV
57	 450.0 mV	 410.680 nA	 1.16177 s	 100.00 mV
58	 480.0 mV	 1.043760 uA	 1.16846 s	 100.00 mV
59	 510.0 mV	 2.38210 uA	 1.21468 s	 100.00 mV
60	 540.0 mV	 5.97190 uA	 1.22221 s	 100.00 mV
61	 570.0 mV	 12.7830 uA	 1.25911 s	 100.00 mV
62	 600.0 mV	 24.2750 uA	 1.26717 s	 100.00 mV
63	 630.0 mV	 41.7000 uA	 1.27386 s	 100.00 mV
64	 660.0 mV	 65.7130 uA	 1.28051 s	 100.00 mV
65	 690.0 mV	 95.2310 uA	 1.28709 s	 100.00 mV
66	 720.0 mV	 129.980 uA	 1.31475 s	 100.00 mV
67	 750.0 mV	 169.100 uA	 1.32132 s	 100.00 mV
68	 780.0 mV	 210.900 uA	 1.32791 s	 100.00 mV
69	 810.0 mV	 254.540 uA	 1.33552 s	 100.00 mV
70	 840.0 mV	 299.610 uA	 1.34220 s	 100.00 mV
71	 870.0 mV	 345.210 uA	 1.34877 s	 100.00 mV
72	 900.0 mV	 390.680 uA	 1.35553 s	 100.00 mV
73	 930.0 mV	 436.000 uA	 1.36219 s	 100.00 mV
74	 960.0 mV	 480.340 uA	 1.36876 s	 100.00 mV
75	 990.0 mV	 523.930 uA	 1.37517 s	 100.00 mV
76	 1.0200 V	 566.130 uA	 1.38178 s	 100.00 mV
77	 1.0500 V	 607.170 uA	 1.38821 s	 100.00 mV
78	 1.0800 V	 646.790 uA	 1.39543 s	 100.00 mV
79	 1.1100 V	 684.720 uA	 1.40111 s	 100.00 mV
80	 1.1400 V	 721.340 uA	 1.40754 s	 100.00 mV
81	 1.1700 V	 756.350 uA	 1.41470 s	 100.00 mV
82	 1.2000 V	 790.030 uA	 1.42035 s	 100.00 mV
83	 0 V	 -4.46128 nA	 1.80062 s	 200.00 mV
84	 30.0 mV	 4.68958 nA	 1.81069 s	 200.00 mV
85	 60.0 mV	 -4.95402 nA	 1.82016 s	 200.00 mV
86	 90.0 mV	 5.45076 nA	 1.82975 s	 200.00 mV
87	 120.0 mV	 -5.54360 nA	 1.83925 s	 200.00 mV
88	 150.0 mV	 5.51140 nA	 1.84851 s	 200.00 mV
89	 180.0 mV	 -5.58636 nA	 1.85849 s	 200.00 mV
90	 210.0 mV	 4.69312 nA	 1.86700 s	 200.00 mV
91	 240.0 mV	 -5.02956 nA	 1.87720 s	 200.00 mV
92	 270.0 mV	 4.84764 nA	 1.88677 s	 200.00 mV
93	 300.0 mV	 -3.95984 nA	 1.89792 s	 200.00 mV
94	 330.0 mV	 8.6938 nA	 1.92656 s	 200.00 mV
95	 360.0 mV	 19.2366 nA	 1.94178 s	 200.00 mV
96	 390.0 mV	 57.5889 nA	 1.95701 s	 200.00 mV
97	 420.0 mV	 147.920 nA	 1.98661 s	 200.00 mV
98	 450.0 mV	 420.130 nA	 1.99330 s	 200.00 mV
99	 480.0 mV	 1.128790 uA	 2.04948 s	 200.00 mV
100	 510.0 mV	 2.63700 uA	 2.09573 s	 200.00 mV
101	 540.0 mV	 6.44160 uA	 2.10330 s	 200.00 mV
102	 570.0 mV	 14.4120 uA	 2.14001 s	 200.00 mV
103	 600.0 mV	 27.5260 uA	 2.14664 s	 200.00 mV
104	 630.0 mV	 48.4530 uA	 2.15328 s	 200.00 mV
105	 660.0 mV	 78.3810 uA	 2.15946 s	 200.00 mV
106	 690.0 mV	 117.040 uA	 2.18681 s	 200.00 mV
107	 720.0 mV	 165.340 uA	 2.19347 s	 200.00 mV
108	 750.0 mV	 223.410 uA	 2.20018 s	 200.00 mV
109	 780.0 mV	 288.620 uA	 2.20681 s	 200.00 mV
110	 810.0 mV	 360.230 uA	 2.21324 s	 200.00 mV
111	 840.0 mV	 437.670 uA	 2.21988 s	 200.00 mV
112	 870.0 mV	 518.110 uA	 2.22602 s	 200.00 mV
113	 900.0 mV	 600.700 uA	 2.23271 s	 200.00 mV
114	 930.0 mV	 684.860 uA	 2.23927 s	 200.00 mV
115	 960.0 mV	 768.560 uA	 2.24570 s	 200.00 mV
116	 990.0 mV	 851.620 uA	 2.25238 s	 200.00 mV
117	 1.0200 V	 933.670 uA	 2.25903 s	 200.00 mV
118	 1.0500 V	 1.013820 mA	 2.26568 s	 200.00 mV
119	 1.0800 V	 1.091670 mA	 2.27228 s	 200.00 mV
120	 1.1100 V	 1.16710 mA	 2.29111 s	 200.00 mV
121	 1.1400 V	 1.24050 mA	 2.29773 s	 200.00 mV
122	 1.1700 V	 1.31110 mA	 2.30429 s	 200.00 mV
123	 1.2000 V	 1.37900 mA	 2.31095 s	 200.00 mV
124	 0 V	 -4.06090 nA	 2.66080 s	 300.00 mV
125	 30.0 mV	 4.26970 nA	 2.67086 s	 300.00 mV
126	 60.0 mV	 -4.38200 nA	 2.68043 s	 300.00 mV
127	 90.0 mV	 5.13798 nA	 2.68992 s	 300.00 mV
128	 120.0 mV	 -5.28188 nA	 2.69951 s	 300.00 mV
129	 150.0 mV	 5.63220 nA	 2.70895 s	 300.00 mV
130	 180.0 mV	 -5.62036 nA	 2.71844 s	 300.00 mV
131	 210.0 mV	 5.28158 nA	 2.72774 s	 300.00 mV
132	 240.0 mV	 -5.12710 nA	 2.73720 s	 300.00 mV
133	 270.0 mV	 4.95792 nA	 2.74652 s	 300.00 mV
134	 300.0 mV	 -3.07184 nA	 2.75615 s	 300.00 mV
135	 330.0 mV	 5.3807 nA	 2.79028 s	 300.00 mV
136	 360.0 mV	 23.1085 nA	 2.80553 s	 300.00 mV
137	 390.0 mV	 61.8284 nA	 2.82056 s	 300.00 mV
138	 420.0 mV	 193.540 nA	 2.84944 s	 300.00 mV
139	 450.0 mV	 401.100 nA	 2.85519 s	 300.00 mV
140	 480.0 mV	 1.07430 uA	 2.90527 s	 300.00 mV
141	 510.0 mV	 2.79490 uA	 2.91292 s	 300.00 mV
142	 540.0 mV	 7.05370 uA	 2.92054 s	 300.00 mV
143	 570.0 mV	 15.1750 uA	 2.95740 s	 300.00 mV
144	 600.0 mV	 28.8650 uA	 2.96409 s	 300.00 mV
145	 630.0 mV	 51.3550 uA	 2.97075 s	 300.00 mV
146	 660.0 mV	 82.7090 uA	 2.97745 s	 300.00 mV
147	 690.0 mV	 123.460 uA	 3.00517 s	 300.00 mV
148	 720.0 mV	 176.190 uA	 3.01175 s	 300.00 mV
149	 750.0 mV	 239.250 uA	 3.01833 s	 300.00 mV
150	 780.0 mV	 311.670 uA	 3.02502 s	 300.00 mV
151	 810.0 mV	 394.450 uA	 3.03166 s	 300.00 mV
152	 840.0 mV	 485.420 uA	 3.03824 s	 300.00 mV
153	 870.0 mV	 583.010 uA	 3.04485 s	 300.00 mV
154	 900.0 mV	 686.420 uA	 3.05145 s	 300.00 mV
155	 930.0 mV	 794.620 uA	 3.05790 s	 300.00 mV
156	 960.0 mV	 904.620 uA	 3.06483 s	 300.00 mV
157	 990.0 mV	 1.017310 mA	 3.07048 s	 300.00 mV
158	 1.0200 V	 1.129710 mA	 3.07720 s	 300.00 mV
159	 1.0500 V	 1.24110 mA	 3.09502 s	 300.00 mV
160	 1.0800 V	 1.35190 mA	 3.10059 s	 300.00 mV
161	 1.1100 V	 1.46030 mA	 3.10712 s	 300.00 mV
162	 1.1400 V	 1.56650 mA	 3.11273 s	 300.00 mV
163	 1.1700 V	 1.67020 mA	 3.11828 s	 300.00 mV
164	 1.2000 V	 1.77040 mA	 3.12444 s	 300.00 mV
165	 0 V	 4.87878 nA	 3.28671 s	 400.00 mV
