Index	Vg	Id	Time	Vd
1	 0 V	 -715.190 nA	 38.71 ms	 0 V
2	 30.0 mV	X -921.250 nA	 95.60 ms	 0 V
3	 60.0 mV	 -1.04370 uA	 115.02 ms	 0 V
4	 90.0 mV	 -641.60 nA	 122.62 ms	 0 V
5	 120.0 mV	 -744.10 nA	 130.23 ms	 0 V
6	 150.0 mV	X -529.810 nA	 151.28 ms	 0 V
7	 180.0 mV	 -785.30 nA	 224.14 ms	 0 V
8	 210.0 mV	X -860.790 nA	 245.21 ms	 0 V
9	 240.0 mV	 -674.60 nA	 272.23 ms	 0 V
10	 270.0 mV	X -555.850 nA	 293.36 ms	 0 V
11	 300.0 mV	 -976.00 nA	 336.81 ms	 0 V
12	 330.0 mV	 -970.50 nA	 366.75 ms	 0 V
13	 360.0 mV	 -1.12190 uA	 374.31 ms	 0 V
14	 390.0 mV	 -219.410 nA	 393.36 ms	 0 V
15	 420.0 mV	 -241.250 nA	 399.93 ms	 0 V
16	 450.0 mV	 -118.930 nA	 406.32 ms	 0 V
17	 480.0 mV	 -45.720 nA	 412.98 ms	 0 V
18	 510.0 mV	 92.3669 nA	 427.69 ms	 0 V
19	 540.0 mV	 689.260 nA	 468.70 ms	 0 V
20	 570.0 mV	 504.740 nA	 475.27 ms	 0 V
21	 600.0 mV	 605.050 nA	 481.70 ms	 0 V
22	 630.0 mV	 793.340 nA	 488.78 ms	 0 V
23	 660.0 mV	 1.019070 uA	 494.43 ms	 0 V
24	 690.0 mV	 -2.67620 uA	 517.91 ms	 0 V
25	 720.0 mV	 -2.51490 uA	 524.53 ms	 0 V
26	 750.0 mV	 -1.77210 uA	 531.48 ms	 0 V
27	 780.0 mV	 -2.11600 uA	 538.24 ms	 0 V
28	 810.0 mV	 -1.85100 uA	 544.81 ms	 0 V
29	 840.0 mV	 364.490 nA	 562.17 ms	 0 V
30	 870.0 mV	 794.220 nA	 568.48 ms	 0 V
31	 900.0 mV	 1.147730 uA	 574.10 ms	 0 V
32	 930.0 mV	 352.110 nA	 631.98 ms	 0 V
33	 960.0 mV	 861.320 nA	 638.67 ms	 0 V
34	 990.0 mV	 392.60 nA	 659.99 ms	 0 V
35	 1.0200 V	 385.460 nA	 676.90 ms	 0 V
36	 1.0500 V	 844.940 nA	 683.51 ms	 0 V
37	 1.0800 V	 818.30 nA	 706.23 ms	 0 V
38	 1.1100 V	 1.09990 uA	 713.82 ms	 0 V
39	 1.1400 V	 1.28620 uA	 721.22 ms	 0 V
40	 1.1700 V	 1.02110 uA	 728.61 ms	 0 V
41	 1.2000 V	 1.40370 uA	 735.65 ms	 0 V
42	 0 V	 -13.780 nA	 892.02 ms	 100.00 mV
43	 30.0 mV	 -27.310 nA	 932.98 ms	 100.00 mV
44	 60.0 mV	 -100.990 nA	 939.62 ms	 100.00 mV
45	 90.0 mV	 -30.520 nA	 973.77 ms	 100.00 mV
46	 120.0 mV	 -21.860 nA	 1.03108 s	 100.00 mV
47	 150.0 mV	X -162.970 nA	 1.06525 s	 100.00 mV
48	 180.0 mV	 -17.160 nA	 1.07190 s	 100.00 mV
49	 210.0 mV	 -84.390 nA	 1.10599 s	 100.00 mV
50	 240.0 mV	 -68.060 nA	 1.15954 s	 100.00 mV
51	 270.0 mV	 100.700 nA	 1.21306 s	 100.00 mV
52	 300.0 mV	 258.980 nA	 1.21972 s	 100.00 mV
53	 330.0 mV	 669.460 nA	 1.22641 s	 100.00 mV
54	 360.0 mV	 1.50430 uA	 1.27261 s	 100.00 mV
55	 390.0 mV	 3.57890 uA	 1.28024 s	 100.00 mV
56	 420.0 mV	 7.43950 uA	 1.28779 s	 100.00 mV
57	 450.0 mV	 14.1130 uA	 1.32476 s	 100.00 mV
58	 480.0 mV	 23.9960 uA	 1.33139 s	 100.00 mV
59	 510.0 mV	 38.8170 uA	 1.33912 s	 100.00 mV
60	 540.0 mV	 60.4210 uA	 1.34571 s	 100.00 mV
61	 570.0 mV	 90.7180 uA	 1.35229 s	 100.00 mV
62	 600.0 mV	 132.630 uA	 1.38002 s	 100.00 mV
63	 630.0 mV	 186.740 uA	 1.38663 s	 100.00 mV
64	 660.0 mV	 253.600 uA	 1.39302 s	 100.00 mV
65	 690.0 mV	 333.200 uA	 1.39959 s	 100.00 mV
66	 720.0 mV	 422.480 uA	 1.40630 s	 100.00 mV
67	 750.0 mV	 519.310 uA	 1.41292 s	 100.00 mV
68	 780.0 mV	 620.560 uA	 1.41958 s	 100.00 mV
69	 810.0 mV	 724.970 uA	 1.42620 s	 100.00 mV
70	 840.0 mV	 829.550 uA	 1.43285 s	 100.00 mV
71	 870.0 mV	 932.470 uA	 1.43943 s	 100.00 mV
72	 900.0 mV	 1.032960 mA	 1.44586 s	 100.00 mV
73	 930.0 mV	 1.130940 mA	 1.45149 s	 100.00 mV
74	 960.0 mV	 1.22300 mA	 1.46923 s	 100.00 mV
75	 990.0 mV	 1.31130 mA	 1.47575 s	 100.00 mV
76	 1.0200 V	 1.39590 mA	 1.48131 s	 100.00 mV
77	 1.0500 V	 1.47490 mA	 1.48687 s	 100.00 mV
78	 1.0800 V	 1.54990 mA	 1.49279 s	 100.00 mV
79	 1.1100 V	 1.62010 mA	 1.49836 s	 100.00 mV
80	 1.1400 V	 1.68680 mA	 1.50392 s	 100.00 mV
81	 1.1700 V	 1.74940 mA	 1.51121 s	 100.00 mV
82	 1.2000 V	 1.80810 mA	 1.51680 s	 100.00 mV
83	 0 V	 6.1057 nA	 1.70625 s	 200.00 mV
84	 30.0 mV	 5.6638 nA	 1.74016 s	 200.00 mV
85	 60.0 mV	 8.6046 nA	 1.75570 s	 200.00 mV
86	 90.0 mV	 12.8526 nA	 1.77105 s	 200.00 mV
87	 120.0 mV	 1.390 nA	 1.82297 s	 200.00 mV
88	 150.0 mV	 9.60 nA	 1.86372 s	 200.00 mV
89	 180.0 mV	 24.610 nA	 1.90552 s	 200.00 mV
90	 210.0 mV	 33.5493 nA	 1.92019 s	 200.00 mV
91	 240.0 mV	 84.4174 nA	 1.95354 s	 200.00 mV
92	 270.0 mV	 150.170 nA	 1.98313 s	 200.00 mV
93	 300.0 mV	 402.440 nA	 1.98974 s	 200.00 mV
94	 330.0 mV	 984.390 nA	 1.99613 s	 200.00 mV
95	 360.0 mV	 2.09300 uA	 2.04153 s	 200.00 mV
96	 390.0 mV	 4.84730 uA	 2.04919 s	 200.00 mV
97	 420.0 mV	 9.76360 uA	 2.05672 s	 200.00 mV
98	 450.0 mV	 17.8640 uA	 2.09364 s	 200.00 mV
99	 480.0 mV	 31.1860 uA	 2.10034 s	 200.00 mV
100	 510.0 mV	 51.0220 uA	 2.10697 s	 200.00 mV
101	 540.0 mV	 79.8700 uA	 2.11358 s	 200.00 mV
102	 570.0 mV	 121.850 uA	 2.14137 s	 200.00 mV
