Index	Vg	Id	Time	Vd
1	 0 V	 -70.9240 uA	 19.19 ms	 0 V
2	 30.0 mV	 -66.0380 uA	 25.19 ms	 0 V
3	 60.0 mV	 -61.1720 uA	 31.35 ms	 0 V
4	 90.0 mV	 -56.3940 uA	 37.45 ms	 0 V
5	 120.0 mV	 -51.6820 uA	 43.67 ms	 0 V
6	 150.0 mV	 -47.0580 uA	 49.88 ms	 0 V
7	 180.0 mV	 -42.5200 uA	 56.10 ms	 0 V
8	 210.0 mV	 -38.1020 uA	 62.25 ms	 0 V
9	 240.0 mV	 -33.8360 uA	 68.45 ms	 0 V
10	 270.0 mV	 -29.6660 uA	 74.52 ms	 0 V
11	 300.0 mV	 -26.0320 uA	 80.43 ms	 0 V
12	 330.0 mV	 -22.2220 uA	 87.41 ms	 0 V
13	 360.0 mV	 -18.7060 uA	 93.53 ms	 0 V
14	 390.0 mV	 -15.3860 uA	 99.74 ms	 0 V
15	 420.0 mV	 -12.3000 uA	 105.83 ms	 0 V
16	 450.0 mV	 -9.58990 uA	 118.41 ms	 0 V
17	 480.0 mV	 -7.19400 uA	 125.01 ms	 0 V
18	 510.0 mV	 -5.17470 uA	 132.53 ms	 0 V
19	 540.0 mV	 -3.58970 uA	 139.10 ms	 0 V
20	 570.0 mV	 -2.40470 uA	 145.80 ms	 0 V
21	 600.0 mV	 -1.53110 uA	 152.42 ms	 0 V
22	 630.0 mV	 -917.780 nA	 168.54 ms	 0 V
23	 660.0 mV	 -479.780 nA	 174.63 ms	 0 V
24	 690.0 mV	 -211.280 nA	 181.64 ms	 0 V
25	 720.0 mV	 -73.540 nA	 208.42 ms	 0 V
26	 750.0 mV	 -23.6442 nA	 222.73 ms	 0 V
27	 780.0 mV	 -6.27870 nA	 261.00 ms	 0 V
28	 810.0 mV	 291.0 pA	 296.75 ms	 0 V
29	 840.0 mV	 2.55570 nA	 332.16 ms	 0 V
30	 870.0 mV	 -3.32190 nA	 342.69 ms	 0 V
31	 900.0 mV	 -2.6536 nA	 384.90 ms	 0 V
32	 930.0 mV	 247.70 pA	 419.36 ms	 0 V
33	 960.0 mV	 -2.72510 nA	 426.95 ms	 0 V
34	 990.0 mV	 3.43660 nA	 435.19 ms	 0 V
35	 1.0200 V	 -3.66490 nA	 443.92 ms	 0 V
36	 1.0500 V	 3.48620 nA	 453.17 ms	 0 V
37	 1.0800 V	 -3.05300 nA	 462.37 ms	 0 V
38	 1.1100 V	 3.38100 nA	 472.92 ms	 0 V
39	 1.1400 V	 -2.74140 nA	 482.15 ms	 0 V
40	 1.1700 V	 3.19850 nA	 492.65 ms	 0 V
41	 1.2000 V	 -2.44120 nA	 501.84 ms	 0 V
42	 0 V	 -69.4960 uA	 879.95 ms	 100.00 mV
43	 30.0 mV	 -64.6760 uA	 886.65 ms	 100.00 mV
44	 60.0 mV	 -59.9140 uA	 892.85 ms	 100.00 mV
45	 90.0 mV	 -55.1940 uA	 898.94 ms	 100.00 mV
46	 120.0 mV	 -50.5720 uA	 905.11 ms	 100.00 mV
47	 150.0 mV	 -46.0120 uA	 911.31 ms	 100.00 mV
48	 180.0 mV	 -41.5400 uA	 917.52 ms	 100.00 mV
49	 210.0 mV	 -37.1880 uA	 923.63 ms	 100.00 mV
50	 240.0 mV	 -32.9800 uA	 931.03 ms	 100.00 mV
51	 270.0 mV	 -29.1660 uA	 936.47 ms	 100.00 mV
52	 300.0 mV	 -25.0000 uA	 942.67 ms	 100.00 mV
53	 330.0 mV	 -21.6300 uA	 948.87 ms	 100.00 mV
54	 360.0 mV	 -18.1300 uA	 955.07 ms	 100.00 mV
55	 390.0 mV	 -14.8240 uA	 961.20 ms	 100.00 mV
56	 420.0 mV	 -11.8580 uA	 967.38 ms	 100.00 mV
57	 450.0 mV	 -9.17300 uA	 979.97 ms	 100.00 mV
58	 480.0 mV	 -6.88030 uA	 986.65 ms	 100.00 mV
59	 510.0 mV	 -4.91650 uA	 993.29 ms	 100.00 mV
60	 540.0 mV	 -3.40020 uA	 999.97 ms	 100.00 mV
61	 570.0 mV	 -2.26820 uA	 1.00660 s	 100.00 mV
62	 600.0 mV	 -1.43590 uA	 1.01327 s	 100.00 mV
63	 630.0 mV	 -860.260 nA	 1.02938 s	 100.00 mV
64	 660.0 mV	 -448.360 nA	 1.03534 s	 100.00 mV
65	 690.0 mV	 -196.260 nA	 1.04078 s	 100.00 mV
66	 720.0 mV	 -63.7900 nA	 1.05510 s	 100.00 mV
67	 750.0 mV	 -20.5806 nA	 1.06562 s	 100.00 mV
68	 780.0 mV	 -7.80390 nA	 1.10350 s	 100.00 mV
69	 810.0 mV	 2.70050 nA	 1.11401 s	 100.00 mV
70	 840.0 mV	 -3.67130 nA	 1.12307 s	 100.00 mV
71	 870.0 mV	 2.78010 nA	 1.13222 s	 100.00 mV
72	 900.0 mV	 -148.20 pA	 1.13959 s	 100.00 mV
73	 930.0 mV	 -2.27250 nA	 1.14727 s	 100.00 mV
74	 960.0 mV	 3.38910 nA	 1.15478 s	 100.00 mV
75	 990.0 mV	 -3.06340 nA	 1.16237 s	 100.00 mV
76	 1.0200 V	 -160.40 pA	 1.16940 s	 100.00 mV
77	 1.0500 V	 3.07750 nA	 1.17642 s	 100.00 mV
78	 1.0800 V	 -3.44660 nA	 1.18407 s	 100.00 mV
79	 1.1100 V	 2.27280 nA	 1.19165 s	 100.00 mV
80	 1.1400 V	 300.20 pA	 1.19921 s	 100.00 mV
81	 1.1700 V	 -2.87950 nA	 1.20673 s	 100.00 mV
82	 1.2000 V	 3.36450 nA	 1.21433 s	 100.00 mV
83	 0 V	 -68.1500 uA	 1.65952 s	 200.00 mV
84	 30.0 mV	 -63.4240 uA	 1.66624 s	 200.00 mV
85	 60.0 mV	 -58.7320 uA	 1.67244 s	 200.00 mV
86	 90.0 mV	 -54.1060 uA	 1.67868 s	 200.00 mV
87	 120.0 mV	 -49.5420 uA	 1.68485 s	 200.00 mV
88	 150.0 mV	 -45.0600 uA	 1.69101 s	 200.00 mV
89	 180.0 mV	 -40.6760 uA	 1.69716 s	 200.00 mV
90	 210.0 mV	 -36.3860 uA	 1.70337 s	 200.00 mV
