Index	Vg	Id	Time	Vd
1	 0 V	 -128.380 uA	 12.67 ms	 0 V
2	 30.0 mV	 -120.180 uA	 18.62 ms	 0 V
3	 60.0 mV	 -112.600 uA	 24.83 ms	 0 V
4	 90.0 mV	 -105.000 uA	 31.02 ms	 0 V
5	 120.0 mV	 -97.8200 uA	 43.82 ms	 0 V
6	 150.0 mV	 -90.2600 uA	 49.91 ms	 0 V
7	 180.0 mV	 -83.0780 uA	 55.87 ms	 0 V
8	 210.0 mV	 -76.3340 uA	 62.09 ms	 0 V
9	 240.0 mV	 -69.3980 uA	 68.22 ms	 0 V
10	 270.0 mV	 -62.9480 uA	 74.34 ms	 0 V
11	 300.0 mV	 -56.0940 uA	 80.55 ms	 0 V
12	 330.0 mV	 -50.2480 uA	 86.71 ms	 0 V
13	 360.0 mV	 -44.0300 uA	 92.92 ms	 0 V
14	 390.0 mV	 -38.6320 uA	 99.04 ms	 0 V
15	 420.0 mV	 -33.3560 uA	 106.48 ms	 0 V
16	 450.0 mV	 -28.3800 uA	 111.67 ms	 0 V
17	 480.0 mV	 -23.9340 uA	 117.07 ms	 0 V
18	 510.0 mV	 -19.8020 uA	 124.66 ms	 0 V
19	 540.0 mV	 -15.6320 uA	 130.87 ms	 0 V
20	 570.0 mV	 -12.3820 uA	 136.99 ms	 0 V
21	 600.0 mV	 -9.6360 uA	 143.19 ms	 0 V
22	 630.0 mV	 -7.19470 uA	 155.73 ms	 0 V
23	 660.0 mV	 -5.33160 uA	 162.33 ms	 0 V
24	 690.0 mV	 -3.60010 uA	 169.74 ms	 0 V
25	 720.0 mV	 -2.57680 uA	 176.13 ms	 0 V
26	 750.0 mV	 -1.67570 uA	 181.99 ms	 0 V
27	 780.0 mV	 -1.010420 uA	 198.45 ms	 0 V
28	 810.0 mV	 -663.060 nA	 252.62 ms	 0 V
29	 840.0 mV	 -414.400 nA	 306.59 ms	 0 V
30	 870.0 mV	 -241.560 nA	 311.73 ms	 0 V
31	 900.0 mV	 -165.700 nA	 343.09 ms	 0 V
32	 930.0 mV	 -72.800 nA	 380.12 ms	 0 V
33	 960.0 mV	 -30.440 nA	 409.52 ms	 0 V
34	 990.0 mV	 -69.900 nA	 436.39 ms	 0 V
35	 1.0200 V	 -59.260 nA	 471.49 ms	 0 V
36	 1.0500 V	 -52.140 nA	 508.22 ms	 0 V
37	 1.0800 V	 -54.940 nA	 534.97 ms	 0 V
38	 1.1100 V	 -11.10 nA	 570.18 ms	 0 V
39	 1.1400 V	 -25.140 nA	 609.39 ms	 0 V
40	 1.1700 V	 -81.260 nA	 652.74 ms	 0 V
41	 1.2000 V	 -87.180 nA	 685.03 ms	 0 V
42	 0 V	 -126.120 uA	 736.88 ms	 100.00 mV
43	 30.0 mV	 -118.100 uA	 743.58 ms	 100.00 mV
44	 60.0 mV	 -110.480 uA	 749.67 ms	 100.00 mV
45	 90.0 mV	 -103.260 uA	 755.59 ms	 100.00 mV
46	 120.0 mV	 -95.8580 uA	 767.55 ms	 100.00 mV
47	 150.0 mV	 -88.6260 uA	 773.80 ms	 100.00 mV
48	 180.0 mV	 -81.4200 uA	 779.89 ms	 100.00 mV
49	 210.0 mV	 -74.5980 uA	 786.06 ms	 100.00 mV
50	 240.0 mV	 -67.9640 uA	 792.23 ms	 100.00 mV
51	 270.0 mV	 -61.5120 uA	 798.32 ms	 100.00 mV
52	 300.0 mV	 -54.9100 uA	 805.03 ms	 100.00 mV
53	 330.0 mV	 -48.7720 uA	 810.68 ms	 100.00 mV
54	 360.0 mV	 -43.2960 uA	 816.79 ms	 100.00 mV
55	 390.0 mV	 -37.6020 uA	 824.32 ms	 100.00 mV
56	 420.0 mV	 -32.4780 uA	 829.50 ms	 100.00 mV
57	 450.0 mV	 -27.7040 uA	 834.91 ms	 100.00 mV
58	 480.0 mV	 -23.1120 uA	 840.08 ms	 100.00 mV
59	 510.0 mV	 -19.0340 uA	 845.26 ms	 100.00 mV
60	 540.0 mV	 -15.2880 uA	 851.79 ms	 100.00 mV
61	 570.0 mV	 -12.0720 uA	 856.97 ms	 100.00 mV
62	 600.0 mV	 -9.17210 uA	 869.77 ms	 100.00 mV
63	 630.0 mV	 -6.89130 uA	 875.43 ms	 100.00 mV
64	 660.0 mV	 -5.01660 uA	 882.61 ms	 100.00 mV
65	 690.0 mV	 -3.48140 uA	 888.27 ms	 100.00 mV
66	 720.0 mV	 -2.35180 uA	 893.95 ms	 100.00 mV
67	 750.0 mV	 -1.51260 uA	 900.55 ms	 100.00 mV
68	 780.0 mV	 -945.420 nA	 916.49 ms	 100.00 mV
69	 810.0 mV	 -579.940 nA	 921.66 ms	 100.00 mV
70	 840.0 mV	 -355.980 nA	 926.92 ms	 100.00 mV
71	 870.0 mV	 -168.540 nA	 936.94 ms	 100.00 mV
72	 900.0 mV	 -101.060 nA	 960.85 ms	 100.00 mV
73	 930.0 mV	 -64.060 nA	 987.66 ms	 100.00 mV
74	 960.0 mV	 -20.880 nA	 1.01453 s	 100.00 mV
75	 990.0 mV	 -19.440 nA	 1.04135 s	 100.00 mV
76	 1.0200 V	 -47.100 nA	 1.07349 s	 100.00 mV
77	 1.0500 V	 -960 pA	 1.09714 s	 100.00 mV
