Index	Vg	Id	Time	Vd
1	 0 V	 -132.580 uA	 12.72 ms	 0 V
2	 30.0 mV	 -124.280 uA	 18.68 ms	 0 V
3	 60.0 mV	 -115.500 uA	 24.88 ms	 0 V
4	 90.0 mV	 -107.380 uA	 31.03 ms	 0 V
5	 120.0 mV	 -99.2520 uA	 43.87 ms	 0 V
6	 150.0 mV	 -91.4760 uA	 50.05 ms	 0 V
7	 180.0 mV	 -83.1580 uA	 56.13 ms	 0 V
8	 210.0 mV	 -75.8120 uA	 62.04 ms	 0 V
9	 240.0 mV	 -68.0820 uA	 67.22 ms	 0 V
10	 270.0 mV	 -61.1160 uA	 73.59 ms	 0 V
11	 300.0 mV	 -54.1080 uA	 79.69 ms	 0 V
12	 330.0 mV	 -47.1000 uA	 85.82 ms	 0 V
13	 360.0 mV	 -40.9700 uA	 92.08 ms	 0 V
14	 390.0 mV	 -34.7000 uA	 97.25 ms	 0 V
15	 420.0 mV	 -29.3100 uA	 102.68 ms	 0 V
16	 450.0 mV	 -23.8580 uA	 107.82 ms	 0 V
17	 480.0 mV	 -19.3780 uA	 112.95 ms	 0 V
18	 510.0 mV	 -15.0100 uA	 118.14 ms	 0 V
19	 540.0 mV	 -11.3020 uA	 125.50 ms	 0 V
20	 570.0 mV	 -8.46100 uA	 138.08 ms	 0 V
21	 600.0 mV	 -5.83900 uA	 144.66 ms	 0 V
22	 630.0 mV	 -4.06620 uA	 151.27 ms	 0 V
23	 660.0 mV	 -2.66790 uA	 157.95 ms	 0 V
24	 690.0 mV	 -1.50550 uA	 164.65 ms	 0 V
25	 720.0 mV	 -1.11380 uA	 171.30 ms	 0 V
26	 750.0 mV	 -498.520 nA	 187.43 ms	 0 V
27	 780.0 mV	 -263.320 nA	 195.26 ms	 0 V
28	 810.0 mV	 -320.840 nA	 202.91 ms	 0 V
29	 840.0 mV	 -300.200 nA	 208.81 ms	 0 V
30	 870.0 mV	 -62.120 nA	 215.03 ms	 0 V
31	 900.0 mV	 -258.500 nA	 220.20 ms	 0 V
32	 930.0 mV	 -187.900 nA	 248.69 ms	 0 V
33	 960.0 mV	 -236.820 nA	 253.87 ms	 0 V
34	 990.0 mV	X -346.520 nA	 263.51 ms	 0 V
35	 1.0200 V	 -221.300 nA	 299.52 ms	 0 V
36	 1.0500 V	 -35.760 nA	 304.71 ms	 0 V
37	 1.0800 V	 -178.980 nA	 310.33 ms	 0 V
38	 1.1100 V	 -45.580 nA	 365.07 ms	 0 V
39	 1.1400 V	 -216.080 nA	 372.86 ms	 0 V
40	 1.1700 V	 -47.400 nA	 408.02 ms	 0 V
41	 1.2000 V	 -232.780 nA	 414.20 ms	 0 V
42	 0 V	 -130.340 uA	 492.23 ms	 100.00 mV
43	 30.0 mV	 -121.980 uA	 498.90 ms	 100.00 mV
44	 60.0 mV	 -113.400 uA	 504.97 ms	 100.00 mV
45	 90.0 mV	 -105.360 uA	 510.95 ms	 100.00 mV
46	 120.0 mV	 -97.4660 uA	 523.67 ms	 100.00 mV
47	 150.0 mV	 -89.4000 uA	 529.77 ms	 100.00 mV
48	 180.0 mV	 -81.6760 uA	 535.97 ms	 100.00 mV
49	 210.0 mV	 -74.2400 uA	 542.20 ms	 100.00 mV
50	 240.0 mV	 -66.7960 uA	 548.29 ms	 100.00 mV
51	 270.0 mV	 -59.8040 uA	 554.46 ms	 100.00 mV
52	 300.0 mV	 -52.7800 uA	 560.62 ms	 100.00 mV
53	 330.0 mV	 -46.1340 uA	 566.84 ms	 100.00 mV
54	 360.0 mV	 -39.9240 uA	 572.95 ms	 100.00 mV
55	 390.0 mV	 -34.0180 uA	 579.18 ms	 100.00 mV
56	 420.0 mV	 -28.3280 uA	 586.45 ms	 100.00 mV
57	 450.0 mV	 -23.3520 uA	 591.63 ms	 100.00 mV
58	 480.0 mV	 -18.6280 uA	 597.43 ms	 100.00 mV
59	 510.0 mV	 -14.6600 uA	 602.61 ms	 100.00 mV
60	 540.0 mV	 -10.9740 uA	 607.75 ms	 100.00 mV
61	 570.0 mV	 -8.10380 uA	 619.30 ms	 100.00 mV
62	 600.0 mV	 -5.55060 uA	 624.93 ms	 100.00 mV
63	 630.0 mV	 -3.88990 uA	 632.18 ms	 100.00 mV
64	 660.0 mV	 -2.38120 uA	 637.79 ms	 100.00 mV
65	 690.0 mV	 -1.54670 uA	 644.23 ms	 100.00 mV
66	 720.0 mV	 -880.240 nA	 659.49 ms	 100.00 mV
67	 750.0 mV	 -462.040 nA	 667.84 ms	 100.00 mV
68	 780.0 mV	 -273.820 nA	 673.21 ms	 100.00 mV
69	 810.0 mV	 -136.480 nA	 682.31 ms	 100.00 mV
70	 840.0 mV	 -59.960 nA	 687.44 ms	 100.00 mV
71	 870.0 mV	 -39.980 nA	 723.05 ms	 100.00 mV
72	 900.0 mV	 -78.720 nA	 758.19 ms	 100.00 mV
73	 930.0 mV	 -9.140 nA	 784.98 ms	 100.00 mV
74	 960.0 mV	 -7.0788 nA	 804.51 ms	 100.00 mV
75	 990.0 mV	 -14.90 nA	 836.07 ms	 100.00 mV
