Index	Vg	Id	Time	Vd
1	 0 V	 -7.2471 nA	 51.31 ms	 0 V
2	 30.0 mV	 -15.680 nA	 138.06 ms	 0 V
3	 60.0 mV	 -2.6720 nA	 170.19 ms	 0 V
4	 90.0 mV	 850 pA	 250.54 ms	 0 V
5	 120.0 mV	 -620 pA	 293.31 ms	 0 V
6	 150.0 mV	 6.130 nA	 329.47 ms	 0 V
7	 180.0 mV	 6.530 nA	 368.44 ms	 0 V
8	 210.0 mV	 -2.170 nA	 413.99 ms	 0 V
9	 240.0 mV	 -5.4107 nA	 428.66 ms	 0 V
10	 270.0 mV	 670 pA	 452.73 ms	 0 V
11	 300.0 mV	 4.860 nA	 485.68 ms	 0 V
12	 330.0 mV	 2.2306 nA	 503.14 ms	 0 V
13	 360.0 mV	 -11.8 pA	 566.15 ms	 0 V
14	 390.0 mV	 -7.760 nA	 618.02 ms	 0 V
15	 420.0 mV	 -14.990 nA	 652.79 ms	 0 V
16	 450.0 mV	 -400 pA	 685.44 ms	 0 V
17	 480.0 mV	 -12.5220 nA	 700.19 ms	 0 V
18	 510.0 mV	 -5.480 nA	 732.84 ms	 0 V
19	 540.0 mV	 -12.7131 nA	 747.59 ms	 0 V
20	 570.0 mV	 -15.830 nA	 780.28 ms	 0 V
21	 600.0 mV	 -5.610 nA	 812.37 ms	 0 V
22	 630.0 mV	 -15.6345 nA	 827.15 ms	 0 V
23	 660.0 mV	 -25.9895 nA	 860.49 ms	 0 V
24	 690.0 mV	 -25.1487 nA	 875.73 ms	 0 V
25	 720.0 mV	 -21.0478 nA	 890.79 ms	 0 V
26	 750.0 mV	 -18.1353 nA	 906.05 ms	 0 V
27	 780.0 mV	 -25.8905 nA	 921.34 ms	 0 V
28	 810.0 mV	 -23.0308 nA	 936.57 ms	 0 V
29	 840.0 mV	 -18.0308 nA	 951.86 ms	 0 V
30	 870.0 mV	 -15.6540 nA	 968.66 ms	 0 V
31	 900.0 mV	 -8.5698 nA	 983.73 ms	 0 V
32	 930.0 mV	 -26.5005 nA	 999.00 ms	 0 V
33	 960.0 mV	 -15.6998 nA	 1.01425 s	 0 V
34	 990.0 mV	 -8.3558 nA	 1.03109 s	 0 V
35	 1.0200 V	 -29.6536 nA	 1.05875 s	 0 V
36	 1.0500 V	 -29.1917 nA	 1.07568 s	 0 V
37	 1.0800 V	 -7.5016 nA	 1.09089 s	 0 V
38	 1.1100 V	 -10.4437 nA	 1.12004 s	 0 V
39	 1.1400 V	 -11.3520 nA	 1.13685 s	 0 V
40	 1.1700 V	 -4.7907 nA	 1.15195 s	 0 V
41	 1.2000 V	 5.3296 nA	 1.18491 s	 0 V
42	 0 V	 -1.34788 nA	 1.51224 s	 100.00 mV
43	 30.0 mV	 1.31262 nA	 1.52231 s	 100.00 mV
44	 60.0 mV	 -803.94 pA	 1.53188 s	 100.00 mV
45	 90.0 mV	 -1.83592 nA	 1.54139 s	 100.00 mV
46	 120.0 mV	 606.76 pA	 1.55092 s	 100.00 mV
47	 150.0 mV	 -2.03838 nA	 1.56041 s	 100.00 mV
48	 180.0 mV	 -611.44 pA	 1.63164 s	 100.00 mV
49	 210.0 mV	 -5.23772 nA	 1.69465 s	 100.00 mV
50	 240.0 mV	 2.34494 nA	 1.76279 s	 100.00 mV
51	 270.0 mV	 -2.91786 nA	 1.77263 s	 100.00 mV
52	 300.0 mV	 6.64718 nA	 1.78712 s	 100.00 mV
53	 330.0 mV	 3.6895 nA	 1.84110 s	 100.00 mV
54	 360.0 mV	 8.4784 nA	 1.86611 s	 100.00 mV
55	 390.0 mV	 22.4848 nA	 1.88136 s	 100.00 mV
56	 420.0 mV	 49.7693 nA	 1.89670 s	 100.00 mV
57	 450.0 mV	 136.410 nA	 1.92642 s	 100.00 mV
58	 480.0 mV	 287.930 nA	 1.93417 s	 100.00 mV
59	 510.0 mV	 572.550 nA	 1.94061 s	 100.00 mV
60	 540.0 mV	 1.054730 uA	 1.94643 s	 100.00 mV
61	 570.0 mV	 1.73610 uA	 1.99326 s	 100.00 mV
62	 600.0 mV	 2.66740 uA	 2.00148 s	 100.00 mV
63	 630.0 mV	 3.89790 uA	 2.00899 s	 100.00 mV
64	 660.0 mV	 5.36990 uA	 2.01609 s	 100.00 mV
65	 690.0 mV	 7.10370 uA	 2.02266 s	 100.00 mV
