Index	Vg	Id	Time	Vd
1	 0 V	 -68.9140 uA	 19.19 ms	 0 V
2	 30.0 mV	 -64.9860 uA	 25.22 ms	 0 V
3	 60.0 mV	 -60.8120 uA	 31.41 ms	 0 V
4	 90.0 mV	 -56.8920 uA	 37.50 ms	 0 V
5	 120.0 mV	 -52.9580 uA	 43.59 ms	 0 V
6	 150.0 mV	 -49.0660 uA	 49.75 ms	 0 V
7	 180.0 mV	 -45.4820 uA	 55.95 ms	 0 V
8	 210.0 mV	 -41.7860 uA	 62.11 ms	 0 V
9	 240.0 mV	 -38.1400 uA	 68.20 ms	 0 V
10	 270.0 mV	 -34.6740 uA	 74.39 ms	 0 V
11	 300.0 mV	 -31.6900 uA	 80.65 ms	 0 V
12	 330.0 mV	 -27.9160 uA	 87.49 ms	 0 V
13	 360.0 mV	 -24.9240 uA	 92.68 ms	 0 V
14	 390.0 mV	 -21.9380 uA	 98.87 ms	 0 V
15	 420.0 mV	 -19.2940 uA	 104.07 ms	 0 V
16	 450.0 mV	 -16.6600 uA	 109.24 ms	 0 V
17	 480.0 mV	 -14.3920 uA	 115.83 ms	 0 V
18	 510.0 mV	 -12.2120 uA	 120.97 ms	 0 V
19	 540.0 mV	 -10.0700 uA	 126.14 ms	 0 V
20	 570.0 mV	 -8.24320 uA	 139.45 ms	 0 V
21	 600.0 mV	 -6.72170 uA	 145.58 ms	 0 V
22	 630.0 mV	 -5.27450 uA	 151.20 ms	 0 V
23	 660.0 mV	 -4.10190 uA	 156.85 ms	 0 V
24	 690.0 mV	 -3.21740 uA	 163.87 ms	 0 V
25	 720.0 mV	 -2.38960 uA	 169.52 ms	 0 V
26	 750.0 mV	 -2.04240 uA	 175.17 ms	 0 V
27	 780.0 mV	 -1.54330 uA	 184.42 ms	 0 V
28	 810.0 mV	 -1.29600 uA	 191.02 ms	 0 V
29	 840.0 mV	 -962.30 nA	 197.62 ms	 0 V
30	 870.0 mV	 -994.00 nA	 204.28 ms	 0 V
31	 900.0 mV	 -979.80 nA	 210.97 ms	 0 V
32	 930.0 mV	 -892.90 nA	 236.03 ms	 0 V
33	 960.0 mV	 -788.30 nA	 266.46 ms	 0 V
34	 990.0 mV	 -789.90 nA	 297.18 ms	 0 V
35	 1.0200 V	 -986.30 nA	 330.45 ms	 0 V
36	 1.0500 V	 -898.40 nA	 361.60 ms	 0 V
37	 1.0800 V	 -937.20 nA	 393.95 ms	 0 V
38	 1.1100 V	 -967.50 nA	 400.57 ms	 0 V
39	 1.1400 V	 -947.00 nA	 435.55 ms	 0 V
40	 1.1700 V	 -859.80 nA	 442.10 ms	 0 V
41	 1.2000 V	 -803.70 nA	 476.06 ms	 0 V
42	 0 V	 -67.4520 uA	 603.78 ms	 100.00 mV
43	 30.0 mV	 -63.4600 uA	 610.50 ms	 100.00 mV
44	 60.0 mV	 -59.6120 uA	 616.67 ms	 100.00 mV
45	 90.0 mV	 -55.6040 uA	 622.76 ms	 100.00 mV
46	 120.0 mV	 -51.6520 uA	 628.92 ms	 100.00 mV
47	 150.0 mV	 -47.9860 uA	 635.02 ms	 100.00 mV
48	 180.0 mV	 -44.2780 uA	 640.98 ms	 100.00 mV
49	 210.0 mV	 -40.5200 uA	 646.17 ms	 100.00 mV
50	 240.0 mV	 -37.0360 uA	 652.39 ms	 100.00 mV
51	 270.0 mV	 -33.5440 uA	 658.59 ms	 100.00 mV
52	 300.0 mV	 -30.3280 uA	 664.70 ms	 100.00 mV
53	 330.0 mV	 -27.1200 uA	 670.90 ms	 100.00 mV
54	 360.0 mV	 -24.0900 uA	 677.11 ms	 100.00 mV
55	 390.0 mV	 -21.2260 uA	 683.32 ms	 100.00 mV
56	 420.0 mV	 -18.4040 uA	 689.40 ms	 100.00 mV
57	 450.0 mV	 -15.9700 uA	 695.38 ms	 100.00 mV
58	 480.0 mV	 -13.5400 uA	 701.51 ms	 100.00 mV
59	 510.0 mV	 -11.2300 uA	 707.46 ms	 100.00 mV
60	 540.0 mV	 -9.2440 uA	 727.58 ms	 100.00 mV
61	 570.0 mV	 -7.58930 uA	 740.07 ms	 100.00 mV
62	 600.0 mV	 -5.89590 uA	 746.67 ms	 100.00 mV
63	 630.0 mV	 -4.59950 uA	 753.32 ms	 100.00 mV
64	 660.0 mV	 -3.53880 uA	 759.88 ms	 100.00 mV
65	 690.0 mV	 -2.64670 uA	 766.27 ms	 100.00 mV
66	 720.0 mV	 -1.88630 uA	 772.11 ms	 100.00 mV
67	 750.0 mV	 -1.31870 uA	 779.00 ms	 100.00 mV
68	 780.0 mV	 -1.042460 uA	 795.04 ms	 100.00 mV
69	 810.0 mV	 -756.760 nA	 800.18 ms	 100.00 mV
70	 840.0 mV	 -493.800 nA	 805.31 ms	 100.00 mV
71	 870.0 mV	 -497.300 nA	 813.04 ms	 100.00 mV
72	 900.0 mV	 -391.420 nA	 819.77 ms	 100.00 mV
73	 930.0 mV	 -294.680 nA	 826.39 ms	 100.00 mV
74	 960.0 mV	 -328.160 nA	 831.53 ms	 100.00 mV
75	 990.0 mV	 -302.460 nA	 836.66 ms	 100.00 mV
76	 1.0200 V	 -385.440 nA	 842.58 ms	 100.00 mV
77	 1.0500 V	 -226.400 nA	 849.32 ms	 100.00 mV
78	 1.0800 V	 -391.160 nA	 854.61 ms	 100.00 mV
79	 1.1100 V	 -253.380 nA	 909.45 ms	 100.00 mV
80	 1.1400 V	 -401.400 nA	 914.59 ms	 100.00 mV
81	 1.1700 V	 -435.160 nA	 920.60 ms	 100.00 mV
82	 1.2000 V	 -256.280 nA	 927.33 ms	 100.00 mV
83	 0 V	 -65.9040 uA	 1.04709 s	 200.00 mV
84	 30.0 mV	 -61.9120 uA	 1.05375 s	 200.00 mV
85	 60.0 mV	 -57.9980 uA	 1.05995 s	 200.00 mV
86	 90.0 mV	 -54.1620 uA	 1.06617 s	 200.00 mV
87	 120.0 mV	 -50.3460 uA	 1.07238 s	 200.00 mV
88	 150.0 mV	 -46.6220 uA	 1.07850 s	 200.00 mV
89	 180.0 mV	 -42.9880 uA	 1.08444 s	 200.00 mV
90	 210.0 mV	 -39.4140 uA	 1.09065 s	 200.00 mV
91	 240.0 mV	 -35.9520 uA	 1.09677 s	 200.00 mV
92	 270.0 mV	 -32.7100 uA	 1.10269 s	 200.00 mV
93	 300.0 mV	 -29.3620 uA	 1.10834 s	 200.00 mV
94	 330.0 mV	 -26.2300 uA	 1.11452 s	 200.00 mV
95	 360.0 mV	 -23.3200 uA	 1.12062 s	 200.00 mV
96	 390.0 mV	 -20.4140 uA	 1.12652 s	 200.00 mV
97	 420.0 mV	 -17.7300 uA	 1.13283 s	 200.00 mV
98	 450.0 mV	 -15.2240 uA	 1.13899 s	 200.00 mV
99	 480.0 mV	 -12.8640 uA	 1.14510 s	 200.00 mV
100	 510.0 mV	 -10.7020 uA	 1.15102 s	 200.00 mV
101	 540.0 mV	 -8.74830 uA	 1.16374 s	 200.00 mV
102	 570.0 mV	 -7.02370 uA	 1.17015 s	 200.00 mV
103	 600.0 mV	 -5.46450 uA	 1.17600 s	 200.00 mV
104	 630.0 mV	 -4.15660 uA	 1.18309 s	 200.00 mV
105	 660.0 mV	 -3.05800 uA	 1.18871 s	 200.00 mV
106	 690.0 mV	 -2.21580 uA	 1.19503 s	 200.00 mV
107	 720.0 mV	 -1.51500 uA	 1.20065 s	 200.00 mV
108	 750.0 mV	 -986.080 nA	 1.21590 s	 200.00 mV
109	 780.0 mV	 -648.980 nA	 1.22105 s	 200.00 mV
110	 810.0 mV	 -385.400 nA	 1.22780 s	 200.00 mV
111	 840.0 mV	 -256.780 nA	 1.23298 s	 200.00 mV
112	 870.0 mV	 -138.820 nA	 1.23811 s	 200.00 mV
113	 900.0 mV	 -97.500 nA	 1.24481 s	 200.00 mV
114	 930.0 mV	 -73.200 nA	 1.27199 s	 200.00 mV
115	 960.0 mV	 -48.460 nA	 1.29913 s	 200.00 mV
116	 990.0 mV	 -66.800 nA	 1.32774 s	 200.00 mV
117	 1.0200 V	 -73.200 nA	 1.33397 s	 200.00 mV
118	 1.0500 V	 -78.100 nA	 1.36082 s	 200.00 mV
119	 1.0800 V	 -30.820 nA	 1.36695 s	 200.00 mV
120	 1.1100 V	 -32.500 nA	 1.39627 s	 200.00 mV
121	 1.1400 V	 -40.400 nA	 1.42442 s	 200.00 mV
122	 1.1700 V	 -43.700 nA	 1.45127 s	 200.00 mV
123	 1.2000 V	 -28.100 nA	 1.47801 s	 200.00 mV
124	 0 V	 -64.4240 uA	 1.60305 s	 300.00 mV
125	 30.0 mV	 -60.5500 uA	 1.60975 s	 300.00 mV
126	 60.0 mV	 -56.7420 uA	 1.61568 s	 300.00 mV
127	 90.0 mV	 -52.9860 uA	 1.62189 s	 300.00 mV
128	 120.0 mV	 -49.2880 uA	 1.62809 s	 300.00 mV
129	 150.0 mV	 -45.6220 uA	 1.63431 s	 300.00 mV
130	 180.0 mV	 -42.0500 uA	 1.64048 s	 300.00 mV
131	 210.0 mV	 -38.5680 uA	 1.64656 s	 300.00 mV
132	 240.0 mV	 -35.1780 uA	 1.65282 s	 300.00 mV
133	 270.0 mV	 -31.8560 uA	 1.65897 s	 300.00 mV
134	 300.0 mV	 -28.6780 uA	 1.66508 s	 300.00 mV
135	 330.0 mV	 -25.6040 uA	 1.67129 s	 300.00 mV
136	 360.0 mV	 -22.7000 uA	 1.67737 s	 300.00 mV
137	 390.0 mV	 -19.9080 uA	 1.68355 s	 300.00 mV
138	 420.0 mV	 -17.2680 uA	 1.68976 s	 300.00 mV
139	 450.0 mV	 -14.7980 uA	 1.69596 s	 300.00 mV
140	 480.0 mV	 -12.5540 uA	 1.70217 s	 300.00 mV
141	 510.0 mV	 -10.4060 uA	 1.70834 s	 300.00 mV
142	 540.0 mV	 -8.48410 uA	 1.72089 s	 300.00 mV
143	 570.0 mV	 -6.77540 uA	 1.72758 s	 300.00 mV
144	 600.0 mV	 -5.27400 uA	 1.73420 s	 300.00 mV
145	 630.0 mV	 -3.99050 uA	 1.74083 s	 300.00 mV
146	 660.0 mV	 -2.92600 uA	 1.74751 s	 300.00 mV
147	 690.0 mV	 -2.06230 uA	 1.75413 s	 300.00 mV
148	 720.0 mV	 -1.39400 uA	 1.76074 s	 300.00 mV
149	 750.0 mV	 -907.20 nA	 1.76717 s	 300.00 mV
150	 780.0 mV	 -563.280 nA	 1.78228 s	 300.00 mV
151	 810.0 mV	 -335.700 nA	 1.78848 s	 300.00 mV
152	 840.0 mV	 -198.900 nA	 1.79457 s	 300.00 mV
153	 870.0 mV	 -101.960 nA	 1.80210 s	 300.00 mV
154	 900.0 mV	 -62.140 nA	 1.83050 s	 300.00 mV
155	 930.0 mV	 -32.0654 nA	 1.84475 s	 300.00 mV
156	 960.0 mV	 -18.5858 nA	 1.85527 s	 300.00 mV
157	 990.0 mV	 -14.080 nA	 1.90354 s	 300.00 mV
158	 1.0200 V	 -5.7196 nA	 1.92038 s	 300.00 mV
159	 1.0500 V	 -10.9444 nA	 1.93084 s	 300.00 mV
160	 1.0800 V	 -2.600 nA	 1.96658 s	 300.00 mV
161	 1.1100 V	 -4.4180 nA	 1.98077 s	 300.00 mV
162	 1.1400 V	 -13.180 nA	 2.02150 s	 300.00 mV
163	 1.1700 V	 -6.940 nA	 2.09404 s	 300.00 mV
164	 1.2000 V	 -7.320 nA	 2.13010 s	 300.00 mV
165	 0 V	 -62.7080 uA	 2.24704 s	 400.00 mV
166	 30.0 mV	 -58.9960 uA	 2.25375 s	 400.00 mV
167	 60.0 mV	 -55.2940 uA	 2.25999 s	 400.00 mV
168	 90.0 mV	 -51.6500 uA	 2.26616 s	 400.00 mV
169	 120.0 mV	 -48.0680 uA	 2.27228 s	 400.00 mV
170	 150.0 mV	 -44.5040 uA	 2.27854 s	 400.00 mV
171	 180.0 mV	 -41.0180 uA	 2.28475 s	 400.00 mV
172	 210.0 mV	 -37.6040 uA	 2.29087 s	 400.00 mV
173	 240.0 mV	 -34.3260 uA	 2.29710 s	 400.00 mV
174	 270.0 mV	 -31.0860 uA	 2.30331 s	 400.00 mV
175	 300.0 mV	 -27.9780 uA	 2.30950 s	 400.00 mV
176	 330.0 mV	 -24.9940 uA	 2.31572 s	 400.00 mV
177	 360.0 mV	 -22.1300 uA	 2.32181 s	 400.00 mV
178	 390.0 mV	 -19.4080 uA	 2.32775 s	 400.00 mV
179	 420.0 mV	 -16.8140 uA	 2.33290 s	 400.00 mV
180	 450.0 mV	 -14.4100 uA	 2.33976 s	 400.00 mV
181	 480.0 mV	 -12.1800 uA	 2.34494 s	 400.00 mV
182	 510.0 mV	 -10.1380 uA	 2.35030 s	 400.00 mV
183	 540.0 mV	 -8.24090 uA	 2.36327 s	 400.00 mV
184	 570.0 mV	 -6.57520 uA	 2.37060 s	 400.00 mV
185	 600.0 mV	 -5.12170 uA	 2.37625 s	 400.00 mV
186	 630.0 mV	 -3.86420 uA	 2.38215 s	 400.00 mV
187	 660.0 mV	 -2.83450 uA	 2.38847 s	 400.00 mV
188	 690.0 mV	 -1.99560 uA	 2.39414 s	 400.00 mV
189	 720.0 mV	 -1.34300 uA	 2.40046 s	 400.00 mV
190	 750.0 mV	 -873.360 nA	 2.41565 s	 400.00 mV
191	 780.0 mV	 -533.260 nA	 2.42084 s	 400.00 mV
192	 810.0 mV	 -319.360 nA	 2.42598 s	 400.00 mV
193	 840.0 mV	 -183.280 nA	 2.43190 s	 400.00 mV
194	 870.0 mV	 -99.440 nA	 2.45942 s	 400.00 mV
195	 900.0 mV	 -54.9432 nA	 2.47365 s	 400.00 mV
196	 930.0 mV	 -30.1124 nA	 2.48408 s	 400.00 mV
197	 960.0 mV	 -21.0204 nA	 2.49433 s	 400.00 mV
198	 990.0 mV	 -10.5912 nA	 2.50544 s	 400.00 mV
199	 1.0200 V	 -4.6744 nA	 2.55710 s	 400.00 mV
200	 1.0500 V	 -3.1018 nA	 2.58134 s	 400.00 mV
201	 1.0800 V	 -6.4610 nA	 2.59212 s	 400.00 mV
202	 1.1100 V	 -3.76480 nA	 2.64781 s	 400.00 mV
203	 1.1400 V	 -2.41950 nA	 2.70656 s	 400.00 mV
204	 1.1700 V	 -5.12750 nA	 2.71411 s	 400.00 mV
205	 1.2000 V	 -3.2814 nA	 2.74489 s	 400.00 mV
206	 0 V	 -60.5720 uA	 2.82349 s	 500.00 mV
207	 30.0 mV	 -57.0580 uA	 2.83019 s	 500.00 mV
208	 60.0 mV	 -53.5360 uA	 2.83631 s	 500.00 mV
209	 90.0 mV	 -50.0520 uA	 2.84227 s	 500.00 mV
210	 120.0 mV	 -46.5900 uA	 2.84855 s	 500.00 mV
211	 150.0 mV	 -43.1800 uA	 2.85473 s	 500.00 mV
212	 180.0 mV	 -39.8260 uA	 2.86093 s	 500.00 mV
213	 210.0 mV	 -36.5480 uA	 2.86702 s	 500.00 mV
214	 240.0 mV	 -33.3320 uA	 2.87314 s	 500.00 mV
215	 270.0 mV	 -30.2280 uA	 2.87955 s	 500.00 mV
216	 300.0 mV	 -27.2120 uA	 2.88499 s	 500.00 mV
217	 330.0 mV	 -24.2620 uA	 2.89066 s	 500.00 mV
218	 360.0 mV	 -21.5060 uA	 2.89683 s	 500.00 mV
219	 390.0 mV	 -18.8560 uA	 2.90296 s	 500.00 mV
220	 420.0 mV	 -16.3340 uA	 2.90917 s	 500.00 mV
221	 450.0 mV	 -13.9860 uA	 2.91537 s	 500.00 mV
