Index	Vg	Id	Time	Vd
1	 0 V	 -1.4844 nA	 59.41 ms	 0 V
2	 30.0 mV	 2.86420 nA	 94.85 ms	 0 V
3	 60.0 mV	 -2.69680 nA	 102.50 ms	 0 V
4	 90.0 mV	 2.72060 nA	 112.96 ms	 0 V
5	 120.0 mV	 -2.54750 nA	 122.23 ms	 0 V
6	 150.0 mV	 2.79340 nA	 132.89 ms	 0 V
7	 180.0 mV	 -2.56730 nA	 142.44 ms	 0 V
8	 210.0 mV	 2.21990 nA	 151.67 ms	 0 V
9	 240.0 mV	 638.10 pA	 159.22 ms	 0 V
10	 270.0 mV	 -1.76340 nA	 166.68 ms	 0 V
11	 300.0 mV	 3.48120 nA	 174.32 ms	 0 V
12	 330.0 mV	 2.30560 nA	 181.84 ms	 0 V
13	 360.0 mV	 2.25080 nA	 191.04 ms	 0 V
14	 390.0 mV	 5.38310 nA	 198.64 ms	 0 V
15	 420.0 mV	 6.32840 nA	 206.17 ms	 0 V
16	 450.0 mV	 7.68670 nA	 213.73 ms	 0 V
17	 480.0 mV	 9.19730 nA	 221.31 ms	 0 V
18	 510.0 mV	 10.31550 nA	 228.66 ms	 0 V
19	 540.0 mV	 11.33750 nA	 236.71 ms	 0 V
20	 570.0 mV	 11.50010 nA	 244.16 ms	 0 V
21	 600.0 mV	 168.440 nA	 268.88 ms	 0 V
22	 630.0 mV	 8.6492 nA	 283.17 ms	 0 V
23	 660.0 mV	 1.19480 nA	 324.05 ms	 0 V
24	 690.0 mV	 1.71150 nA	 331.65 ms	 0 V
25	 720.0 mV	 1.98470 nA	 339.26 ms	 0 V
26	 750.0 mV	 2.49520 nA	 346.82 ms	 0 V
27	 780.0 mV	 2.91880 nA	 354.16 ms	 0 V
28	 810.0 mV	 3.03240 nA	 360.80 ms	 0 V
29	 840.0 mV	 3.22130 nA	 367.41 ms	 0 V
30	 870.0 mV	 3.55340 nA	 375.44 ms	 0 V
31	 900.0 mV	 3.72860 nA	 382.05 ms	 0 V
